sno,season,transect,tcode,eventDate,fielddate,tlength,verbatimIdentification,vernacularName,scientificName,taxonRank,taxonRemarks,verbatimCoordinateSystem,verbatimSRS,georeferenceRemarks,verbatimLongitude,verbatimLatitude,decimalLongitude,decimalLatitude,habitat,individualCount,occurrenceStatus,occurrenceRemarks
176,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718409,1144296,76.9946285010977,10.3455043431327,tea,1,present,NA
177,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718520,1142965,76.9955658025216,10.3334673340787,tea,1,present,NA
178,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718406,1143642,76.9945637869573,10.3395930909578,tea,1,present,NA
179,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718774,1145730,76.9980425396229,10.3584453981591,forest_tea,1,present,NA
180,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,Indian crested porcupine,Indian crested porcupine,Hystrix indica,species,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718800,1145637,76.9982745691316,10.3576033115733,forest_tea,1,present,fresh
181,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,frog,Frog,Rhacophorus,genus,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718405,1146490,76.9947173758745,10.3653358360163,forest_tea,1,present,rhacophorus
182,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718634,1142794,76.9965966740456,10.3319152460652,tea,1,present,NA
183,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718484,1142787,76.9952270287622,10.3318604482797,tea,1,present,NA
184,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718604,1142903,76.9963290454677,10.3329021779241,tea,1,present,NA
185,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718110,1143781,76.9918696590224,10.3408662086661,eucalyptus,1,present,NA
186,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718454,1144421,76.9950464315192,10.3466316572416,tea,1,present,NA
187,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718495,1146354,76.9955312277028,10.3641014530869,forest_tea,1,present,NA
188,monsoon,Balaji Temple,b11,2011-10-13,13/10/2011,6.7,snake,Snake,Lycodon,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718892,1145257,76.9990926733655,10.3541633352381,forest,1,present,wolf snake1
189,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,caecilian,Caecilian,Gymnophiona,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718452,1143485,76.994974740015,10.3381713889808,tea,1,present,NA
190,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718487,1143523,76.9952964060044,10.3385128882708,tea,1,present,CORAL SNAKE1
191,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718902,1145204,76.9991809272456,10.3536837096783,forest,1,present,NA
192,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718596,1142921,76.9962570460694,10.3330653296283,tea,1,present,NA
193,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718317,1143674,76.9937531722276,10.3398873624071,tea,1,present,NA
194,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,snake,Pitviper,Craspedocephalus,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718422,1146522,76.9948744044719,10.3656241164774,forest_tea,1,present,PIT VIPER GREEN1
195,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718422,1146708,76.9948850473703,10.3673053437263,forest_tea,1,present,NA
196,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718462,1142828,76.9950285441794,10.3322322845449,tea,1,present,NA
197,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718257,1143639,76.9932034634504,10.3395743897763,tea,1,present,NA
198,monsoon,Balaji Temple,b12,2011-10-22,22/10/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718161,1143616,76.9923258121995,10.339371914403,eucalyptus,1,present,NA
199,monsoon,Chinnakallar,c1,2011-08-15,15/08/2011,6.8,snake,Pitviper,Craspedocephalus,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718258,1137988,76.9928912080303,10.2884955343386,tea,1,present,PIT VIPER GREEN
200,monsoon,Chinnakallar,c1,2011-08-15,15/08/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718714,1138008,76.9970542849221,10.2886506692744,forest_tea,1,present,NA
201,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720047,1138217,77.0092325555572,10.2904645146766,forest_tea,1,present,NA
202,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719106,1137951,77.0006288405596,10.2881133668868,forest_tea,1,present,NA
203,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717969,1138191,76.990264982357,10.2903466601021,tea,1,present,NA
204,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719125,1137975,77.0008036206477,10.2883292282091,forest_tea,1,present,NA
205,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718448,1137995,76.9946257484553,10.2885481286302,tea,1,present,NA
206,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718260,1137987,76.992909405453,10.2884863830761,tea,1,present,NA
207,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720542,1138408,77.013761383777,10.2921628525323,tea,1,present,NA
208,monsoon,Chinnakallar,c2,2011-08-25,25/08/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717318,1138087,76.9843173275394,10.2894430828075,tea,1,present,NA
209,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717244,1137638,76.9836165705473,10.2853887275063,tea,1,present,NA
210,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720529,1138405,77.0136425599642,10.2921364743188,tea,1,present,NA
211,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720402,1138349,77.0124802138776,10.2916375105339,tea,1,present,NA
212,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719502,1138017,77.0042469010881,10.28868757962,forest,1,present,NA
213,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717556,1138179,76.9864947899029,10.2902613449678,tea,1,present,NA
214,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720502,1138398,77.0133957279849,10.2920747357278,tea,1,present,NA
215,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718261,1137985,76.9929184190776,10.2884682490787,tea,1,present,NA
216,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718013,1138130,76.9906631197082,10.2897928166905,tea,1,present,NA
217,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720942,1138934,77.0174424261337,10.2968945120184,forest_tea,1,present,NA
218,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719201,1137963,77.0014965907499,10.2882164748816,forest_tea,1,present,NA
219,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718284,1137983,76.993128228272,10.2884488791369,tea,1,present,NA
220,monsoon,Chinnakallar,c3,2011-09-02,02/09/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718255,1137989,76.9928638835325,10.2885047417753,tea,1,present,NA
221,monsoon,Chinnakallar,c4,2011-09-10,10/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720522,1138401,77.0135784411994,10.2921007165989,tea,1,present,NA
222,monsoon,Chinnakallar,c4,2011-09-10,10/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716927,1137405,76.9807101670668,10.2833003518069,tea,1,present,NA
223,monsoon,Chinnakallar,c4,2011-09-10,10/09/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717320,1137975,76.9843292557889,10.2884306076725,tea,1,present,NA
224,monsoon,Chinnakallar,c4,2011-09-10,10/09/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716811,1137446,76.9796537447195,10.2836774218532,tea,1,present,NA
225,monsoon,Chinnakallar,c4,2011-09-10,10/09/2011,6.8,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720657,1138512,77.0148169621069,10.293096354514,tea,1,present,NA
226,monsoon,Chinnakallar,c4,2011-09-10,10/09/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717136,1137437,76.9826195121508,10.2835779300851,tea,1,present,NA
227,monsoon,Chinnakallar,c5,2011-09-18,18/09/2011,6.8,caecilian,Caecilian,Gymnophiona,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717636,1138244,76.9872286398316,10.2908443949024,tea,1,present,NA
228,monsoon,Chinnakallar,c5,2011-09-18,18/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719873,1138193,77.0076430783568,10.2902574354693,forest_tea,1,present,NA
229,monsoon,Chinnakallar,c5,2011-09-18,18/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717126,1137436,76.9825281858531,10.2835694497002,tea,1,present,NA
230,monsoon,Chinnakallar,c5,2011-09-18,18/09/2011,6.8,snake,Pitviper,Craspedocephalus,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719100,1137946,77.0005737937436,10.2880685108899,forest_tea,1,present,PITVIPER1
231,monsoon,Chinnakallar,c5,2011-09-18,18/09/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719897,1138225,77.0078639564703,10.2905453194254,forest_tea,1,present,NA
232,monsoon,Chinnakallar,c6,2011-09-26,26/09/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721336,1139030,77.0210440569615,10.2977397881299,forest_tea,16,present,NA
233,monsoon,Chinnakallar,c6,2011-09-26,26/09/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721450,1139091,77.0220880693793,10.2982846495523,forest_tea,5,present,NA
234,monsoon,Chinnakallar,c6,2011-09-26,26/09/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718943,1138013,76.9991446635788,10.2886829656335,forest_tea,1,present,NA
235,monsoon,Chinnakallar,c6,2011-09-26,26/09/2011,6.8,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717442,1138159,76.9854531629123,10.2900869488472,tea,1,present,NA
236,monsoon,Chinnakallar,c6,2011-09-26,26/09/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718908,1138039,76.9988266962579,10.2889199486481,forest_tea,1,present,NA
237,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,beetle,Beetle,Coleoptera,order,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720343,1138152,77.0119304337803,10.2898602136897,tea,1,present,NA
238,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721425,1139076,77.0218590255424,10.2981504946094,forest_tea,3,present,NA
239,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721399,1139058,77.0216206819071,10.297989280267,forest_tea,1,present,NA
240,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721377,1139044,77.0214190775771,10.2978639925681,forest_tea,1,present,NA
241,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721146,1139053,77.0193112147627,10.2979585086491,forest_tea,1,present,NA
242,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721112,1139057,77.019001120112,10.2979966005849,forest_tea,1,present,NA
243,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717396,1138071,76.9850283408812,10.2892940955121,tea,1,present,NA
244,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720926,1138687,77.0172821988482,10.2946628461491,forest_tea,1,present,NA
245,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719073,1137938,77.0003269087704,10.2879977223634,forest_tea,1,present,NA
246,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717549,1138160,76.9864298253477,10.2900899970334,tea,1,present,NA
247,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,praying mantis,Praying mantis,Mantodea,order,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719448,1138013,77.0037538140406,10.2886544746651,forest,1,present,NA
248,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718162,1138101,76.9920214160226,10.2895223234431,tea,1,present,NA
249,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718814,1138020,76.9979676725585,10.2887535051979,forest_tea,1,present,NA
250,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717250,1137624,76.9836705425525,10.2852618466296,tea,1,present,NA
251,monsoon,Chinnakallar,c7,2011-10-05,05/10/2011,6.8,spider,Spider,Araneae,order,arachnida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717064,1137415,76.9819611283191,10.2833830939071,tea,1,present,big one
252,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720950,1138932,77.0175153286046,10.2968759791651,forest_tea,1,present,NA
253,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721063,1139004,77.0185508394019,10.2975203370465,forest_tea,1,present,NA
254,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719264,1137975,77.0020722765412,10.2883213864435,forest_tea,1,present,NA
255,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718177,1138100,76.9921582659257,10.2895124421493,tea,1,present,NA
256,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719626,1138027,77.0053792214032,10.2887709604692,forest,1,present,NA
257,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720555,1138424,77.0138809530494,10.2923067349951,tea,1,present,NA
258,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718573,1138063,76.9957704941161,10.2891557433517,forest_tea,1,present,NA
259,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719227,1137967,77.0017341210783,10.2882511634097,forest_tea,1,present,NA
260,monsoon,Chinnakallar,c8,2011-10-15,15/10/2011,6.8,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718734,1138011,76.9972369965501,10.2886766600063,forest_tea,1,present,NA
261,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,caecilian,Caecilian,Gymnophiona,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,719163,1137969,77.0011501057951,10.2882728517194,forest_tea,1,present,NA
262,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,crab,Crabs,Decapoda,order,crustacea,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720469,1138384,77.013093732473,10.2919500659431,tea,1,present,NA
263,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717352,1138073,76.9846268596478,10.2893146353457,tea,1,present,NA
264,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,pill millipede,Pill millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718287,1137983,76.9931556094842,10.2884487105894,tea,1,present,NA
265,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,pill millipede,Pill millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,721109,1139049,77.0189732783543,10.2979244613904,forest_tea,1,present,NA
266,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717974,1138179,76.9903099381396,10.2902379124531,tea,1,present,NA
267,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,720720,1138544,77.0153938047188,10.2933820154913,tea,1,present,NA
268,monsoon,Chinnakallar,c9,2011-10-24,24/10/2011,6.8,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717263,1137587,76.9837871054783,10.2849266783048,tea,1,present,NA
