transect,verbatimroute,sno,canopycover,canopyoverlap,verticaloverlap,habcode,habno,longitude,latitude
Azhiyar,1st hb to azi,102,1,2,1,ff,3,76.9696235214,10.4592230746
Azhiyar,1st hb to azi,103,0,0,0,ff,3,76.9695697444,10.4594382065
Azhiyar,1st hb to azi,104,0,0,0,ff,3,76.9694287055,10.4596063322
Azhiyar,1st hb to azi,105,0,0,0,ff,3,76.9694360408,10.4598211861
Azhiyar,1st hb to azi,106,0,0,0,ff,3,76.9693600382,10.4600162516
Azhiyar,1st hb to azi,107,1,1,0,ff,3,76.9692050175,10.4601814811
Azhiyar,1st hb to azi,108,1,1,0,ff,3,76.9690170886,10.4603090637
Azhiyar,1st hb to azi,109,1,1,0,ff,3,76.968816798,10.4604172936
Azhiyar,1st hb to azi,110,1,1,0,ff,3,76.9686016079,10.4604919388
Azhiyar,1st hb to azi,111,0,0,0,ff,3,76.9683814442,10.4605517042
Azhiyar,1st hb to azi,112,0,0,0,ff,3,76.9681631663,10.4606164709
Azhiyar,1st hb to azi,113,0,0,0,ff,3,76.9679401838,10.4606605264
Azhiyar,1st hb to azi,114,0,0,0,ff,3,76.9677230482,10.4607302671
Azhiyar,1st hb to azi,115,1,1,0,ff,3,76.9675028623,10.4607893394
Azhiyar,1st hb to azi,116,0,0,0,ff,3,76.9672817679,10.4608456436
Azhiyar,1st hb to azi,117,0,0,0,ff,3,76.9670739036,10.460937183
Azhiyar,1st hb to azi,118,1,1,0,ff,3,76.9668801709,10.4610554722
Azhiyar,1st hb to azi,119,0,0,0,ff,3,76.9667421361,10.4612346981
Azhiyar,1st hb to azi,120,1,1,0,ff,3,76.9666346479,10.46143148
Azhiyar,1st hb to azi,121,1,1,0,ff,3,76.9665565883,10.4616437085
Azhiyar,1st hb to azi,122,1,1,0,ff,3,76.9664777104,10.4618543374
Azhiyar,1st hb to azi,123,1,1,1,ff,3,76.9664056187,10.4620674733
Azhiyar,1st hb to azi,124,1,2,1,ff,3,76.9663234034,10.4622779145
Azhiyar,1st hb to azi,125,1,1,1,ff,3,76.9662282239,10.4624825889
Azhiyar,1st hb to azi,126,1,1,1,ff,3,76.9662237601,10.4627082334
Azhiyar,1st hb to azi,127,1,1,1,ff,3,76.9663269428,10.4628960666
Azhiyar,1st hb to azi,128,1,1,0,ff,3,76.9663851017,10.4631109688
Azhiyar,1st hb to azi,129,1,1,0,ff,3,76.966427366,10.46333263
Azhiyar,1st hb to azi,130,1,1,1,ff,3,76.9665643745,10.4635039538
Azhiyar,1st hb to azi,131,1,1,1,ff,3,76.9667200927,10.4636690005
Azhiyar,1st hb to azi,132,1,2,1,ff,3,76.9669104934,10.4637902881
Azhiyar,1st hb to azi,133,0,0,0,ff,3,76.9671303858,10.4638416057
Azhiyar,1st hb to azi,134,1,1,1,ff,3,76.9672774939,10.4639987065
Azhiyar,1st hb to azi,135,1,1,0,ff,3,76.9672977495,10.4642149604
Azhiyar,1st hb to azi,136,0,0,0,ff,3,76.9671760366,10.4644051832
Azhiyar,1st hb to azi,137,1,2,1,ff,3,76.9670479859,10.4645911613
Azhiyar,1st hb to azi,138,1,1,1,ff,3,76.9668892757,10.464752978
Azhiyar,1st hb to azi,139,1,2,1,ff,3,76.966774328,10.4649465605
Azhiyar,1st hb to azi,140,1,1,1,ff,3,76.9666775777,10.4651510604
Azhiyar,1st hb to azi,141,1,2,1,ff,3,76.9666093054,10.4653665603
Azhiyar,1st hb to azi,142,1,1,1,ff,3,76.9665694177,10.4655874845
Azhiyar,1st hb to azi,143,1,1,1,ff,3,76.9665644976,10.4658123537
Azhiyar,1st hb to azi,144,0,0,0,ff,3,76.966581456,10.4660372825
Azhiyar,1st hb to azi,145,1,1,0,ff,3,76.9665388357,10.4662579204
Azhiyar,1st hb to azi,146,0,0,0,ff,3,76.966452538,10.4664660632
Azhiyar,1st hb to azi,147,1,1,0,ff,3,76.9663284976,10.4666491719
Azhiyar,1st hb to azi,148,0,0,0,ff,3,76.9661433947,10.4667795391
Azhiyar,1st hb to azi,149,1,1,0,ff,3,76.9659447467,10.466890521
Azhiyar,1st hb to azi,150,1,1,0,ff,3,76.9657288393,10.4669636105
Azhiyar,1st hb to azi,151,1,1,0,ff,3,76.9655169288,10.4670461624
Azhiyar,1st hb to azi,152,1,1,0,ff,3,76.9653073346,10.4671357074
Azhiyar,1st hb to azi,153,1,1,0,ff,3,76.9650973319,10.4672243284
Azhiyar,1st hb to azi,154,0,0,0,ff,3,76.9648914665,10.4673217139
Azhiyar,1st hb to azi,155,1,1,0,ff,3,76.9646839031,10.4674153566
Azhiyar,1st hb to azi,156,1,1,0,ff,3,76.9644819229,10.4675205662
Azhiyar,1st hb to azi,157,0,0,0,ff,3,76.9642744826,10.4676145854
Azhiyar,1st hb to azi,158,1,1,0,ff,3,76.9640605018,10.4676925783
Azhiyar,1st hb to azi,159,1,1,0,ff,3,76.9638512286,10.4677828827
Azhiyar,1st hb to azi,160,0,0,0,ff,3,76.963641804,10.4678723071
Azhiyar,1st hb to azi,161,1,1,0,ff,3,76.9634382932,10.4679737792
Azhiyar,1st hb to azi,162,1,1,0,ff,3,76.9632641068,10.4681176788
Azhiyar,1st hb to azi,163,1,1,0,ff,3,76.9630901456,10.4682622041
Azhiyar,1st hb to azi,164,0,0,0,ff,3,76.9629108641,10.4684012853
Azhiyar,1st hb to azi,165,1,1,0,ff,3,76.9627046911,10.46849665
Azhiyar,1st hb to azi,166,1,1,0,ff,3,76.9624864957,10.4685581013
Azhiyar,1st hb to azi,167,1,1,0,ff,3,76.9622596522,10.4685442605
Azhiyar,1st hb to azi,168,1,1,0,ff,3,76.9620497261,10.4684556184
Azhiyar,1st hb to azi,169,0,0,0,ff,3,76.9618275376,10.4684431996
Azhiyar,1st hb to azi,170,0,0,0,ff,3,76.961601416,10.4684731806
Azhiyar,1st hb to azi,171,0,0,0,ff,3,76.9613773265,10.4685158454
Azhiyar,1st hb to azi,172,0,0,0,ff,3,76.9611553681,10.4685623477
Azhiyar,1st hb to azi,173,0,0,0,ff,3,76.9609308943,10.4685963877
Azhiyar,1st hb to azi,174,0,0,0,ff,3,76.9607083176,10.4686464137
Azhiyar,1st hb to azi,175,1,1,0,ff,3,76.9604823755,10.4686708176
Azhiyar,1st hb to azi,176,1,1,1,ff,3,76.9602592309,10.4687091902
Azhiyar,1st hb to azi,177,0,0,0,ff,3,76.9600310616,10.4687126497
Azhiyar,1st hb to azi,178,0,0,0,ff,3,76.959806241,10.4687333285
Azhiyar,1st hb to azi,179,1,1,0,ff,3,76.9595794214,10.4687437615
Azhiyar,1st hb to azi,180,1,1,0,ff,3,76.9593592281,10.4687951199
Azhiyar,1st hb to azi,181,0,0,0,ff,3,76.9591349131,10.4688370482
Azhiyar,1st hb to azi,182,0,0,0,ff,3,76.9589074483,10.4688535656
Azhiyar,1st hb to azi,183,0,0,0,ff,3,76.958679474,10.4688550137
Azhiyar,1st hb to azi,184,0,0,0,ff,3,76.9584513798,10.4688560455
Azhiyar,1st hb to azi,185,1,1,0,ff,3,76.9582244687,10.4688790701
Azhiyar,1st hb to azi,186,0,0,0,ff,3,76.9580106527,10.468949873
Azhiyar,1st hb to azi,187,0,0,0,ff,3,76.9578149183,10.4690662139
Azhiyar,1st hb to azi,188,0,0,0,ff,3,76.957615517,10.4691761718
Azhiyar,1st hb to azi,189,0,0,0,ff,3,76.9573990703,10.4692474144
Azhiyar,1st hb to azi,190,0,0,0,ff,3,76.957187462,10.4693221993
Azhiyar,1st hb to azi,191,0,0,0,ff,3,76.9570493034,10.4694985624
Azhiyar,1st hb to azi,192,0,0,0,ff,3,76.9569696771,10.4697099236
Azhiyar,1st hb to azi,193,0,0,0,ff,3,76.9568960271,10.4699232503
Azhiyar,1st hb to azi,194,1,1,0,ff,3,76.9568211059,10.4701365155
Azhiyar,1st hb to azi,195,0,0,0,ff,3,76.9567409896,10.4703479861
Azhiyar,1st hb to azi,196,0,0,0,ff,3,76.9566501325,10.4705552272
Azhiyar,1st hb to azi,197,0,0,0,ff,3,76.9565284871,10.4707455878
Azhiyar,1st hb to azi,198,0,0,0,ff,3,76.9563767615,10.4709142772
Azhiyar,1st hb to azi,199,0,0,0,ff,3,76.9562380252,10.4710937077
Azhiyar,1st hb to azi,200,0,0,0,ff,3,76.9560987796,10.4712727323
Azhiyar,1st hb to azi,201,0,0,0,ff,3,76.9559612355,10.4714531013
Azhiyar,1st hb to azi,202,0,0,0,ff,3,76.955823947,10.4716336553
Azhiyar,1st hb to azi,203,0,0,0,ff,3,76.9556787643,10.4718080167
Azhiyar,1st hb to azi,204,0,0,0,ff,3,76.9555250061,10.4719749372
Waverly,waverly to 40,1,1,1,0,ft,2,76.9918394,10.4016054
Waverly,waverly to 40,2,0,0,0,ff,3,76.9916286638,10.4015234812
Waverly,waverly to 40,3,0,0,0,ff,3,76.991496916,10.401350733
Waverly,waverly to 40,4,1,1,0,ff,3,76.9914826115,10.4011254813
Waverly,waverly to 40,5,1,1,1,ff,3,76.9914642692,10.4009008862
Waverly,waverly to 40,6,1,1,0,ff,3,76.9913791628,10.4006961544
Waverly,waverly to 40,7,1,1,1,ff,3,76.9912238711,10.4005305638
Waverly,waverly to 40,8,1,2,1,ff,3,76.9910514219,10.4003841118
Waverly,waverly to 40,9,1,1,1,ff,3,76.9909047264,10.400216462
Waverly,waverly to 40,10,1,1,0,ff,3,76.9908191051,10.400009073
Waverly,waverly to 40,11,1,1,0,ff,3,76.9909592562,10.3998318715
Waverly,waverly to 40,12,1,1,0,ff,3,76.991127771,10.399682084
Waverly,waverly to 40,13,0,0,0,ff,3,76.9912079071,10.3994766392
Waverly,waverly to 40,14,1,3,2,ff,3,76.9912206058,10.3992511689
Waverly,waverly to 40,15,1,1,1,ff,3,76.9912606668,10.3990287037
Waverly,waverly to 40,16,0,0,0,ff,3,76.9912579971,10.3988029554
Waverly,waverly to 40,17,1,1,1,ff,3,76.9913092659,10.3985832472
Waverly,waverly to 40,18,1,1,0,ff,3,76.9913521601,10.3983637725
Waverly,waverly to 40,19,1,2,1,ff,3,76.9914346646,10.3981531829
Waverly,waverly to 40,20,0,0,0,ff,3,76.9914897016,10.3979350051
Waverly,waverly to 40,21,1,1,1,ff,3,76.9915635935,10.3977223956
Waverly,waverly to 40,22,1,1,0,ff,3,76.9915767888,10.3974982759
Waverly,waverly to 40,23,0,0,0,ff,3,76.9915327015,10.3972804334
Waverly,waverly to 40,24,1,1,1,ff,3,76.9914195054,10.3970871802
Waverly,waverly to 40,25,1,1,0,ff,3,76.9913911889,10.3968657312
Waverly,waverly to 40,26,1,1,1,ff,3,76.9915037691,10.396669579
Waverly,waverly to 40,27,1,1,1,ff,3,76.9915642756,10.3964526552
Waverly,waverly to 40,28,1,1,0,ff,3,76.9916118681,10.3962318659
Waverly,waverly to 40,29,1,1,1,ff,3,76.9916577316,10.3960106061
Waverly,waverly to 40,30,1,1,0,ff,3,76.9916956378,10.395788593
Waverly,waverly to 40,31,1,1,0,ff,3,76.9917782332,10.3955821905
Waverly,waverly to 40,32,1,2,1,ff,3,76.9917621334,10.3953582671
Waverly,waverly to 40,33,1,1,0,ff,3,76.9916821473,10.3951482218
Waverly,waverly to 40,34,1,1,0,ff,3,76.9916250408,10.3949313427
Waverly,waverly to 40,35,1,1,0,ff,3,76.9916359181,10.394710294
Waverly,waverly to 40,36,0,0,0,ff,3,76.9917377461,10.3945090949
Waverly,waverly to 40,37,1,1,0,ff,3,76.9919119327,10.3943764641
Waverly,waverly to 40,38,1,3,1,ff,3,76.9921240188,10.3943651929
Waverly,waverly to 40,39,1,1,1,ff,3,76.9922988301,10.3945050232
Waverly,waverly to 40,40,1,1,1,ff,3,76.9924941261,10.3946142978
Waverly,waverly to 40,41,1,2,1,ff,3,76.9926961663,10.3947193553
Waverly,waverly to 40,42,0,0,0,ff,3,76.9929108769,10.3946734867
Waverly,waverly to 40,43,1,1,0,ff,3,76.9930064293,10.3944782187
Waverly,waverly to 40,44,1,3,2,ff,3,76.9930823075,10.394265194
Waverly,waverly to 40,45,1,1,1,ff,3,76.9932034342,10.3940921962
Waverly,waverly to 40,46,1,1,0,ff,3,76.9934197292,10.3940920135
Waverly,waverly to 40,47,1,2,1,ff,3,76.9935290199,10.3939110996
Waverly,waverly to 40,48,1,1,1,ff,3,76.9936282657,10.3937114233
Waverly,waverly to 40,49,1,1,1,ff,3,76.9937789289,10.3935498088
Waverly,waverly to 40,50,1,2,1,ff,3,76.9939059662,10.3933628346
Waverly,waverly to 40,51,1,1,0,ff,3,76.9940002516,10.3931598171
Waverly,waverly to 40,52,1,1,1,ff,3,76.9940679581,10.3929456975
Waverly,waverly to 40,53,0,0,0,ff,3,76.9941008416,10.3927224702
Waverly,waverly to 40,54,0,0,0,ff,3,76.9941788647,10.39251215
Waverly,waverly to 40,55,0,0,0,ff,3,76.9942187837,10.3922920014
Waverly,waverly to 40,56,0,0,0,ff,3,76.9942527146,10.3920697191
Waverly,waverly to 40,57,0,0,0,ff,3,76.9942895683,10.3918508527
Waverly,waverly to 40,58,1,1,0,ff,3,76.9944036295,10.3916579216
Waverly,waverly to 40,59,0,0,0,ff,3,76.9944534536,10.39143757
Waverly,waverly to 40,60,0,0,0,ff,3,76.994491923,10.3912151229
Waverly,waverly to 40,61,0,0,0,ff,3,76.9945618415,10.3910001491
Waverly,waverly to 40,62,0,0,0,ff,3,76.994578933,10.390778008
Waverly,waverly to 40,63,0,0,0,ff,3,76.9947334651,10.3907472435
Waverly,waverly to 40,64,1,1,0,ff,3,76.9948679886,10.3909289619
Waverly,waverly to 40,65,1,1,0,ff,3,76.9950088359,10.3911066003
Waverly,waverly to 40,66,0,0,0,ff,3,76.9952049644,10.3912132058
Waverly,waverly to 40,67,0,0,0,ff,3,76.9954296529,10.3912436017
Waverly,waverly to 40,68,1,1,0,ff,3,76.9956348218,10.3913414914
Waverly,waverly to 40,69,1,1,0,tf,2,76.9957877248,10.3915063864
Waverly,waverly to 40,70,1,1,0,tf,2,76.9959727603,10.3916266203
Waverly,waverly to 40,71,1,2,1,tf,2,76.9961915634,10.3915838595
Waverly,waverly to 40,72,1,1,0,tf,2,76.9964112546,10.3915794132
Waverly,waverly to 40,73,1,1,0,tf,2,76.9966383066,10.3915643727
Waverly,waverly to 40,74,1,1,0,tf,2,76.996860049,10.391522776
Waverly,waverly to 40,75,1,1,0,tf,2,76.9970583306,10.3914110486
Waverly,waverly to 40,76,1,1,0,tf,2,76.9972319279,10.3912669165
Waverly,waverly to 40,77,1,2,0,tf,2,76.9973680531,10.3910855677
Waverly,waverly to 40,78,1,1,0,tf,2,76.9974625709,10.3908969129
Waverly,waverly to 40,79,0,0,0,tf,2,76.9976754903,10.3909472946
Waverly,waverly to 40,80,1,1,0,tf,2,76.9977513357,10.3911496723
Waverly,waverly to 40,81,1,1,0,tf,2,76.997895711,10.3913219909
Waverly,waverly to 40,82,0,0,0,tf,2,76.9981081891,10.3913934015
Waverly,waverly to 40,83,1,1,0,tf,2,76.9983201828,10.3914311647
Waverly,waverly to 40,84,1,1,0,tf,2,76.9985214581,10.3914960804
Waverly,waverly to 40,85,1,1,0,tf,2,76.9987286207,10.3914094784
Waverly,waverly to 40,86,1,1,0,tf,2,76.9989258178,10.3913099626
Waverly,waverly to 40,87,1,1,0,tf,2,76.9990823212,10.3914370046
Waverly,waverly to 40,88,0,0,0,tf,2,76.9992345253,10.3915960356
Waverly,waverly to 40,89,0,0,0,tf,2,76.9994573104,10.3916317138
Waverly,waverly to 40,90,1,1,0,tf,2,76.9996849988,10.3916205382
Waverly,waverly to 40,91,0,0,0,tf,2,76.9998884509,10.3917144229
Waverly,waverly to 40,92,1,1,0,tf,2,76.9998528975,10.3915737512
Waverly,waverly to 40,93,1,1,0,ff,3,76.9996315876,10.3915329059
Waverly,waverly to 40,94,1,1,0,ff,3,76.9994051186,10.3915094349
Waverly,waverly to 40,95,1,1,0,ff,3,76.9992097529,10.3913974777
Waverly,waverly to 40,96,1,2,1,ff,3,76.999096642,10.3912028358
Waverly,waverly to 40,97,1,3,2,ff,3,76.9990290623,10.3910011554
Waverly,waverly to 40,98,1,2,1,ff,3,76.9988093287,10.3910431994
Waverly,waverly to 40,99,1,2,1,ff,3,76.9985971852,10.3910498837
Waverly,waverly to 40,100,1,1,1,ff,3,76.9983936163,10.3909484908
Waverly,waverly to 40,101,1,1,1,ff,3,76.9981750489,10.3909061475
Waverly,waverly to 40,102,1,3,2,ff,3,76.9980731615,10.3907255574
Waverly,waverly to 40,103,1,1,0,ff,3,76.9980565495,10.3905004697
Waverly,waverly to 40,104,1,3,2,ff,3,76.9979526246,10.3903057326
Waverly,waverly to 40,105,1,2,1,ff,3,76.9977473325,10.3902069711
Waverly,waverly to 40,106,1,1,0,ff,3,76.9975450766,10.3901023467
Waverly,waverly to 40,107,0,0,0,ff,3,76.9973261917,10.3900530387
Waverly,waverly to 40,108,0,0,0,ff,3,76.9972085688,10.3902304019
Waverly,waverly to 40,109,1,1,0,ff,3,76.99707436,10.3904070243
Waverly,waverly to 40,110,1,2,1,ff,3,76.9968933163,10.3905435865
Waverly,waverly to 40,111,1,3,2,ff,3,76.9966742728,10.3906036316
Waverly,waverly to 40,112,1,2,1,ff,3,76.9964481263,10.3905966719
Waverly,waverly to 40,113,1,2,0,ff,3,76.9962405571,10.3905078116
Waverly,waverly to 40,114,1,1,0,ff,3,76.9960503642,10.3903830794
Waverly,waverly to 40,115,1,1,0,ff,3,76.9958728149,10.3902419191
Waverly,waverly to 40,116,1,2,1,ff,3,76.9956824874,10.3901186819
Waverly,waverly to 40,117,1,1,0,ff,3,76.9954870467,10.3900026691
Waverly,waverly to 40,118,1,1,0,ff,3,76.995317134,10.3898541923
Waverly,waverly to 40,119,1,1,0,ff,3,76.9951670156,10.3896846822
Waverly,waverly to 40,120,1,1,0,ff,3,76.9950841176,10.3894749296
Waverly,waverly to 40,121,1,1,0,ff,3,76.9950636775,10.3892508006
Waverly,waverly to 40,122,1,1,0,ff,3,76.995080674,10.3890268258
Waverly,waverly to 40,123,1,1,0,ff,3,76.9951041729,10.3888026697
Waverly,waverly to 40,124,0,0,0,ff,3,76.995121143,10.388577802
Waverly,waverly to 40,125,0,0,0,ff,3,76.9951272037,10.3883519739
Waverly,waverly to 40,126,0,0,0,ff,3,76.9950514095,10.3881398287
Waverly,waverly to 40,127,1,1,0,ff,3,76.9949486275,10.387942113
Waverly,waverly to 40,128,0,0,0,ff,3,76.9948099553,10.3877626741
Waverly,waverly to 40,129,0,0,0,ff,3,76.9946647989,10.3875890014
Waverly,waverly to 40,130,1,1,0,ff,3,76.9945402899,10.3874008375
Waverly,waverly to 40,131,1,1,0,ff,3,76.9944653833,10.3871881194
Waverly,waverly to 40,132,0,0,0,ff,3,76.9943801376,10.3869785291
Waverly,waverly to 40,133,0,0,0,ff,3,76.9942532722,10.3867919982
Waverly,waverly to 40,134,1,1,0,ff,3,76.9941314802,10.3866011738
Waverly,waverly to 40,135,0,0,0,ff,3,76.9940288284,10.3863994555
Waverly,waverly to 40,136,0,0,0,ff,3,76.9939305692,10.386209194
Waverly,waverly to 40,137,0,0,0,ff,3,76.9939347581,10.3859837276
Waverly,waverly to 40,138,0,0,0,ff,3,76.9939562,10.3857588662
Waverly,waverly to 40,139,0,0,0,ff,3,76.9939434206,10.3855335834
Waverly,waverly to 40,140,0,0,0,ff,3,76.9939264994,10.3853087132
Waverly,waverly to 40,141,0,0,0,tt,1,76.9939514218,10.3850844012
Waverly,waverly to 40,142,0,0,0,tt,1,76.9940897616,10.3849333671
Waverly,waverly to 40,143,0,0,0,tt,1,76.9942978982,10.3850181138
Waverly,waverly to 40,144,0,0,0,tt,1,76.9944700027,10.384925949
Waverly,waverly to 40,145,0,0,0,tt,1,76.9945582898,10.3847175667
Waverly,waverly to 40,146,0,0,0,tt,1,76.9946218921,10.3845010127
Waverly,waverly to 40,147,0,0,0,tt,1,76.9946485506,10.3842767618
Waverly,waverly to 40,148,0,0,0,tt,1,76.9946431039,10.3840510327
Waverly,waverly to 40,149,1,1,0,tt,1,76.9946556505,10.3838258968
Waverly,waverly to 40,150,1,1,0,tt,1,76.9946682952,10.3836012702
Waverly,waverly to 40,151,1,1,0,tt,1,76.9946450539,10.3833814476
Waverly,waverly to 40,152,0,0,0,tt,1,76.9946164052,10.383168764
Waverly,waverly to 40,153,0,0,0,tt,1,76.994683333,10.3829769378
Waverly,waverly to 40,154,1,1,0,tt,1,76.9948841037,10.3830533787
Waverly,waverly to 40,155,1,1,0,tt,1,76.9950355559,10.3832215091
Waverly,waverly to 40,156,0,0,0,tt,1,76.9951750663,10.3834003369
Waverly,waverly to 40,157,1,1,0,tt,1,76.9953161216,10.3835779584
Waverly,waverly to 40,158,0,0,0,ff,3,76.9954540482,10.3837578978
Waverly,waverly to 40,159,0,0,0,ff,3,76.9955803832,10.3839460952
Waverly,waverly to 40,160,0,0,0,ff,3,76.9956942172,10.3841412731
Waverly,waverly to 40,161,0,0,0,ff,3,76.9957991028,10.3843414216
Waverly,waverly to 40,162,0,0,0,ff,3,76.9958889206,10.3845488351
Waverly,waverly to 40,163,0,0,0,ff,3,76.9960029677,10.3847441182
Waverly,waverly to 40,164,0,0,0,tt,1,76.996097048,10.3849499467
Waverly,waverly to 40,165,0,0,0,tt,1,76.9961573494,10.385166014
Waverly,waverly to 40,166,0,0,0,tt,1,76.9962172416,10.385383688
Waverly,waverly to 40,167,0,0,0,tt,1,76.9962909197,10.3855974521
Waverly,waverly to 40,168,0,0,0,tt,1,76.9963678598,10.385809982
Waverly,waverly to 40,169,0,0,0,tt,1,76.9965414594,10.3858422569
Waverly,waverly to 40,170,0,0,0,tt,1,76.9965275027,10.3856372948
Waverly,waverly to 40,171,0,0,0,tt,1,76.9964845801,10.3854154581
Waverly,waverly to 40,172,0,0,0,tt,1,76.9964829636,10.3851922769
Waverly,waverly to 40,173,0,0,0,tt,1,76.9965009942,10.3849680261
Waverly,waverly to 40,174,0,0,0,tt,1,76.9964963883,10.3847422328
Waverly,waverly to 40,175,0,0,0,tt,1,76.9964747097,10.3845174709
Waverly,waverly to 40,176,0,0,0,tt,1,76.9964781181,10.3842945125
Waverly,waverly to 40,177,0,0,0,tt,1,76.9965686719,10.3840876309
Waverly,waverly to 40,178,0,0,0,tt,1,76.9967520921,10.3839972628
Waverly,waverly to 40,179,0,0,0,tt,1,76.9969031611,10.3841611574
Waverly,waverly to 40,180,0,0,0,tt,1,76.9970013188,10.3843600983
Waverly,waverly to 40,181,0,0,0,tt,1,76.9971094594,10.3842418108
Waverly,waverly to 40,182,0,0,0,tt,1,76.997146497,10.3840193797
Waverly,waverly to 40,183,0,0,0,tt,1,76.9972077259,10.3838039622
Waverly,waverly to 40,184,0,0,0,tt,1,76.9971893642,10.3835800728
Waverly,waverly to 40,185,0,0,0,tt,1,76.9971512192,10.3833574959
Waverly,waverly to 40,186,0,0,0,tt,1,76.997141818,10.3831321461
Waverly,waverly to 40,187,1,1,0,tt,1,76.9971543973,10.3829071397
Waverly,waverly to 40,188,1,1,0,tt,1,76.9972385764,10.3826994862
Waverly,waverly to 40,189,0,0,0,tt,1,76.9974255783,10.3825888674
Waverly,waverly to 40,190,0,0,0,tt,1,76.99761042,10.3827091707
Waverly,waverly to 40,191,0,0,0,tt,1,76.9977828651,10.3828384179
Waverly,waverly to 40,192,0,0,0,tt,1,76.9979468424,10.3826971952
Waverly,waverly to 40,193,0,0,0,tt,1,76.9980522998,10.3825022226
Waverly,waverly to 40,194,0,0,0,tt,1,76.9979817125,10.3822972282
Waverly,waverly to 40,195,0,0,0,tt,1,76.9979822712,10.3820742594
Waverly,waverly to 40,196,0,0,0,tt,1,76.9979809684,10.3818500535
Waverly,waverly to 40,197,1,1,0,tt,1,76.9978788931,10.3816511782
Waverly,waverly to 40,198,1,1,0,tt,1,76.9977975938,10.3814408079
Waverly,waverly to 40,199,1,1,0,tt,1,76.9977308368,10.3812256537
Waverly,waverly to 40,200,0,0,0,tt,1,76.9976587523,10.3810117161
Waverly,waverly to 40,201,1,1,0,tt,1,76.9976247116,10.3807885198
Waverly,waverly to 40,202,1,1,0,tt,1,76.9975530385,10.3805740993
Waverly,waverly to 40,203,1,1,0,tt,1,76.9974574536,10.3803691282
Waverly,waverly to 40,204,0,0,0,ff,3,76.9973562304,10.3801731144
Waverly,waverly to 40,205,0,0,0,ff,3,76.9972655577,10.3799697963
Waverly,waverly to 40,206,0,0,0,ff,3,76.9972796591,10.3797477209
Waverly,waverly to 40,207,0,0,0,tt,1,76.997287873,10.3795231555
Waverly,waverly to 40,208,0,0,0,ff,3,76.997299728,10.3792976897
Waverly,waverly to 40,209,0,0,0,tt,1,76.997318938,10.379072758
Waverly,waverly to 40,210,0,0,0,tt,1,76.9973856486,10.3788582703
Waverly,waverly to 40,211,0,0,0,tt,1,76.9974351482,10.3786419168
Waverly,waverly to 40,212,0,0,0,tt,1,76.9973304519,10.3784441502
Waverly,waverly to 40,213,0,0,0,tt,1,76.9971806254,10.378273752
Waverly,waverly to 40,214,0,0,0,tt,1,76.9970138259,10.3781197859
Waverly,waverly to 40,215,0,0,0,tt,1,76.9968554049,10.3779587506
Waverly,waverly to 40,216,0,0,0,tt,1,76.9967215312,10.3777759828
Waverly,waverly to 40,217,0,0,0,tt,1,76.9965934103,10.3775898543
Waverly,waverly to 40,218,0,0,0,tt,1,76.9965206864,10.3773761045
Waverly,waverly to 40,219,0,0,0,tt,1,76.9963881477,10.3771953901
Waverly,waverly to 40,220,0,0,0,tt,1,76.9961920918,10.3770814202
Waverly,waverly to 40,221,0,0,0,tt,1,76.9960100537,10.3769516899
Waverly,waverly to 40,222,0,0,0,tt,1,76.9959627957,10.3767828061
Waverly,waverly to 40,223,0,0,0,tt,1,76.9961299841,10.3768380888
Waverly,waverly to 40,224,0,0,0,tt,1,76.9963351801,10.3769327246
Waverly,waverly to 40,225,0,0,0,tt,1,76.9965316509,10.3770476417
Waverly,waverly to 40,226,0,0,0,tt,1,76.9967126564,10.3771845209
Waverly,waverly to 40,227,0,0,0,tt,1,76.9968810212,10.3771697819
Waverly,waverly to 40,228,0,0,0,tt,1,76.9967948183,10.3769676995
Waverly,waverly to 40,229,0,0,0,tt,1,76.9966604016,10.3767861708
Waverly,waverly to 40,230,0,0,0,tt,1,76.9965903311,10.3765721849
Waverly,waverly to 40,231,0,0,0,tt,1,76.9965487152,10.376350256
Waverly,waverly to 40,232,0,0,0,tt,1,76.9964082403,10.3761766898
Waverly,waverly to 40,233,0,0,0,tt,1,76.9962724191,10.3759953236
Waverly,waverly to 40,234,0,0,0,tt,1,76.9961662013,10.3757959064
Waverly,waverly to 40,235,0,0,0,tt,1,76.9961559865,10.375582211
Waverly,waverly to 40,236,0,0,0,tt,1,76.9962595413,10.3753865593
Waverly,waverly to 40,237,0,0,0,tt,1,76.9961189008,10.3753115594
Waverly,waverly to 40,238,1,1,0,tt,1,76.9959321585,10.3754301614
Waverly,waverly to 40,239,0,0,0,ff,3,76.9957427137,10.3753277397
Waverly,waverly to 40,240,1,1,0,ff,3,76.9955622666,10.3751905131
Waverly,waverly to 40,241,1,1,0,ff,3,76.995428711,10.3750308225
Waverly,waverly to 40,242,0,0,0,ff,3,76.9954611071,10.3748084894
Waverly,waverly to 40,243,0,0,0,ff,3,76.9953528854,10.374630581
Waverly,waverly to 40,244,1,1,0,ff,3,76.9951317257,10.3745893912
Waverly,waverly to 40,245,0,0,0,ff,3,76.9950028409,10.3744255543
Waverly,waverly to 40,246,1,1,0,ff,3,76.9949636146,10.3742035075
Waverly,waverly to 40,247,0,0,0,ff,3,76.9949479669,10.3739780749
Waverly,waverly to 40,248,0,0,0,ff,3,76.995004754,10.3737618195
