"Year","verbatimLocality","Fragment","Point","0-1m","1-2m","2-4m","4-8m","8-16m","16-24m","24-32m","over32m","VertStrata","CanopyHeight","CanopyOpenness","CanopyCover","CanopyOverlap","UC","MC","CC","Altitude","RfShrub","Coffee","Maesopsis","Strobilanthes","TotalShrub","Liana","Cane","Lantana","Bamboo","LeafLitter","CutTrees"
2000,"Selaliparai-1","Selaliparai 1",6,1,1,0,0,0,1,0,0,3,21.5,12,88.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",8,"Present","Absent","NA","Absent",4.5,1
2000,"Selaliparai-1","Selaliparai 1",7,1,1,0,0,0,0,0,0,2,20.5,29,71.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",12,"Present","Present","NA","Absent",3.5,2
2000,"Selaliparai-1","Selaliparai 1",8,1,1,1,0,1,1,0,0,5,19,6,94.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",15,"Present","Present","NA","Absent",5,1
2000,"Selaliparai-1","Selaliparai 1",9,1,1,1,0,0,1,1,0,5,24.5,14,86.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",14,"Present","Present","NA","Absent",5,1
2000,"Selaliparai-1","Selaliparai 1",10,1,1,0,0,1,0,0,0,3,22.5,15,85.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",7,"Present","Present","NA","Absent",6,1
2000,"Selaliparai-2","Selaliparai 2",1,1,1,1,0,1,0,0,0,4,16,33,67.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",12,"Present","Present","NA","Absent",6.5,0
2000,"Selaliparai-2","Selaliparai 2",2,1,1,0,0,1,0,0,0,3,11,31,69.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",6,"Absent","Absent","NA","Absent",8.5,0
2000,"Selaliparai-2","Selaliparai 2",3,1,1,0,0,0,1,0,0,3,19,17,83.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",4,2
2000,"Selaliparai-2","Selaliparai 2",4,1,0,1,0,0,1,0,0,3,18.5,31,69.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",6,1
2000,"Selaliparai-2","Selaliparai 2",5,1,1,1,1,1,1,0,0,6,18,2,98.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",4,"Present","Absent","NA","Absent",9.5,1
2000,"Selaliparai-2","Selaliparai 2",6,1,1,0,0,1,1,0,0,4,17.5,5,95.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",9,"Absent","Absent","NA","Absent",2.5,4
2000,"Selaliparai-2","Selaliparai 2",7,1,1,0,1,1,1,1,0,6,18,3,97.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",2,1
2000,"Selaliparai-2","Selaliparai 2",8,1,1,0,1,1,1,0,0,5,19.5,6,94.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",3,0
2000,"Selaliparai-2","Selaliparai 2",9,1,1,1,1,1,1,0,0,6,23,2,98.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",6,"Absent","Absent","NA","Absent",5.5,0
2000,"Selaliparai-2","Selaliparai 2",10,1,1,0,0,1,0,0,0,3,17.5,5,95.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",5,"Absent","Absent","NA","Absent",4.5,0
2000,"Varattuparai-4","Varattuparai 4",1,1,1,0,1,0,0,0,0,3,6,17,83.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",6,"Absent","Absent","NA","Absent",5.5,1
2000,"Varattuparai-4","Varattuparai 4",2,1,1,0,1,1,1,0,0,5,17,23,77.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",9,"Present","Absent","NA","Absent",2.5,0
2000,"Varattuparai-4","Varattuparai 4",3,1,1,1,1,0,1,1,0,6,27,21,79.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",8,"Present","Absent","NA","Absent",3,0
2000,"Varattuparai-4","Varattuparai 4",4,1,1,0,1,1,0,0,0,4,19.5,14,86.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",2,0
2000,"Varattuparai-4","Varattuparai 4",5,1,1,1,1,1,0,1,0,6,29.5,15,85.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",4,"Present","Absent","NA","Absent",2,2
2000,"Varattuparai-4","Varattuparai 4",6,1,1,0,1,1,1,0,0,5,17.5,26,74.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",8,"Present","Absent","NA","Absent",2.5,1
2000,"Varattuparai-4","Varattuparai 4",7,1,0,1,0,0,0,0,0,2,17,15,85.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",6,"Present","Present","NA","Absent",3,1
2000,"Varattuparai-4","Varattuparai 4",8,1,1,1,0,0,1,0,0,4,19.5,22,78.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",7,"Present","Absent","NA","Absent",3.5,0
2000,"Varattuparai-4","Varattuparai 4",9,1,1,1,0,1,0,0,0,4,13.5,42,58.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",9,"Present","Absent","NA","Absent",2.5,3
2000,"Varattuparai-4","Varattuparai 4",10,1,1,1,1,0,0,0,0,4,11,24,76.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",4,"Present","Absent","NA","Absent",4,0
2000,"Pannimedu","Pannimade",1,1,1,1,1,1,1,1,0,7,27,5,95.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",43,"Present","Absent","NA","Absent",2.5,3
2000,"Pannimedu","Pannimade",2,1,1,1,0,0,1,1,0,5,29,4,96.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",57,"Present","Absent","NA","Absent",3,0
2000,"Pannimedu","Pannimade",3,1,1,1,0,1,1,1,1,7,32,4,96.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",62,"Present","Absent","NA","Absent",2.5,1
2000,"Pannimedu","Pannimade",4,1,1,1,0,1,1,0,1,6,38,4,96.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",52,"Present","Absent","NA","Absent",2.5,0
2000,"Pannimedu","Pannimade",5,1,1,1,0,1,1,1,0,6,27,6,94.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",18,"Present","Absent","NA","Absent",3.5,3
2000,"Pannimedu","Pannimade",6,1,1,1,0,0,1,1,0,5,26,7,93.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",36,"Present","Absent","NA","Absent",3,4
2000,"Pannimedu","Pannimade",7,1,1,1,1,0,0,0,0,4,7,11,89.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",55,"Present","Absent","NA","Absent",4,2
2000,"Pannimedu","Pannimade",8,1,1,0,1,1,0,0,0,4,10,8,92.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",27,"Present","Absent","NA","Absent",2,3
2000,"Pannimedu","Pannimade",9,1,1,1,1,1,0,0,0,5,13.5,8,92.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",56,"Present","Present","NA","Absent",3,0
2000,"Pannimedu","Pannimade",10,1,1,1,0,1,1,0,0,5,20,4,96.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",36,"Present","Absent","NA","Absent",2.5,1
2000,"Pannimedu","Pannimade",11,1,1,1,1,1,0,0,0,5,14,7,93.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",24,"Present","Absent","NA","Absent",2.5,0
2000,"Pannimedu","Pannimade",12,1,1,1,1,1,0,0,0,5,13.25,8,92.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",36,"Present","Absent","NA","Absent",3,0
2000,"Pannimedu","Pannimade",13,1,0,1,1,1,0,0,0,4,12,11,89.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",24,"Present","Absent","NA","Absent",3,0
2000,"Pannimedu","Pannimade",14,1,1,1,1,1,0,0,0,5,11.5,5,95.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",32,"Present","Absent","NA","Absent",3.5,0
2000,"Pannimedu","Pannimade",15,1,1,1,1,1,1,0,0,6,20,10,90.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",9,"Present","Absent","NA","Absent",4,0
2000,"Pannimedu","Pannimade",16,1,1,1,1,1,1,1,0,7,25,8,92.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",13,"Present","Absent","NA","Absent",4.5,0
2000,"Pannimedu","Pannimade",17,1,1,1,1,1,1,1,1,8,32,5,95.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",33,"Present","Absent","NA","Absent",3.5,0
2000,"Pannimedu","Pannimade",18,1,1,1,1,1,1,1,0,7,29,6,94.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",21,"Present","Absent","NA","Absent",2.5,1
2000,"Pannimedu","Pannimade",19,1,1,1,1,0,1,1,0,6,27,5,95.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",15,"Present","Absent","NA","Absent",3.5,1
2000,"Pannimedu","Pannimade",20,1,1,1,1,1,1,1,0,7,27,3,97.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",33,"Present","Absent","NA","Absent",3,2
2000,"Pannimedu","Pannimade",21,1,1,1,0,0,1,1,1,6,32,6,94.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",32,"Present","Absent","NA","Absent",4.5,2
2000,"Pannimedu","Pannimade",22,1,1,0,1,0,0,1,0,4,28,7,93.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",52,"Present","Absent","NA","Absent",3.5,3
2000,"Pannimedu","Pannimade",23,1,1,1,1,1,0,0,0,5,15,18,82.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",22,"Present","Absent","NA","Absent",1.5,1
2000,"Pannimedu","Pannimade",24,1,1,1,1,0,0,1,1,6,32,19,81.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",28,"Present","Absent","NA","Absent",2.5,0
2000,"Pannimedu","Pannimade",25,1,1,1,0,1,0,0,0,4,13.5,9,91.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",38,"Present","Absent","NA","Absent",2.5,3
2000,"Kurangumudi","Korangumudi",1,1,1,0,0,0,0,1,0,3,28,46,54.00,"NA","NA","NA","NA",1080,"NA","NA","NA","NA",4,"Absent","Absent","NA","Absent",3,0
2000,"Kurangumudi","Korangumudi",2,1,1,0,0,0,1,1,0,4,29,51,49.00,"NA","NA","NA","NA",1050,"NA","NA","NA","NA",7,"Absent","Absent","NA","Absent",3.5,0
2000,"Kurangumudi","Korangumudi",3,1,1,1,1,0,0,0,0,4,8,25,75.00,"NA","NA","NA","NA",1030,"NA","NA","NA","NA",11,"Absent","Absent","NA","Absent",3,0
2000,"Kurangumudi","Korangumudi",4,1,0,0,0,1,1,1,0,4,25,24,76.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",3,"Absent","Absent","NA","Absent",2,1
2000,"Kurangumudi","Korangumudi",5,1,0,0,0,1,1,1,0,4,29,10,90.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",11,"Present","Absent","NA","Absent",3.5,2
2000,"Kurangumudi","Korangumudi",6,1,0,0,0,0,1,1,0,3,30,41,59.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",4,"Absent","Absent","NA","Absent",1.5,0
2000,"Kurangumudi","Korangumudi",7,1,1,0,0,1,0,0,0,3,14.5,43,57.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",9,"Absent","Absent","NA","Absent",3,3
2000,"Kurangumudi","Korangumudi",8,1,1,0,1,0,0,0,0,3,12,29,71.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",6,"Absent","Absent","NA","Absent",2.5,2
2000,"Kurangumudi","Korangumudi",9,1,1,0,1,1,0,0,0,4,10,27,73.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",17,"Absent","Absent","NA","Absent",1.5,0
2000,"Kurangumudi","Korangumudi",10,1,1,0,1,1,0,0,1,5,33,54,46.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",3,"Absent","Absent","NA","Absent",2,0
2000,"Kurangumudi","Korangumudi",11,1,1,0,0,0,0,0,0,2,2,59,41.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",8,"Absent","Absent","NA","Absent",2.5,0
2000,"Kurangumudi","Korangumudi",12,1,0,1,0,0,0,0,1,3,40,26,74.00,"NA","NA","NA","NA",1030,"NA","NA","NA","NA",8,"Absent","Absent","NA","Absent",3,0
2000,"Kurangumudi","Korangumudi",13,1,0,0,0,1,0,1,0,3,29,13,87.00,"NA","NA","NA","NA",1030,"NA","NA","NA","NA",10,"Absent","Absent","NA","Absent",3.5,0
2000,"Kurangumudi","Korangumudi",14,1,0,0,0,1,1,1,0,4,28,8,92.00,"NA","NA","NA","NA",1030,"NA","NA","NA","NA",1,"Absent","Absent","NA","Absent",6,0
2000,"Kurangumudi","Korangumudi",15,1,0,0,0,1,0,1,0,3,19,22,78.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",6,"Absent","Absent","NA","Absent",4,0
2000,"Kurangumudi","Korangumudi",16,1,1,0,1,1,0,1,0,5,31,19,81.00,"NA","NA","NA","NA",1060,"NA","NA","NA","NA",75,"Absent","Absent","NA","Absent",2.5,0
2000,"Kurangumudi","Korangumudi",17,1,0,0,1,1,0,0,0,3,14,13,87.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",8,"Absent","Absent","NA","Absent",2.5,3
2000,"Kurangumudi","Korangumudi",18,1,0,0,0,1,1,1,0,4,31,22,78.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",11,"Absent","Absent","NA","Absent",2.5,0
2000,"Kurangumudi","Korangumudi",19,1,1,0,0,0,0,0,0,2,2,65,35.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",13,"Absent","Absent","NA","Absent",6.5,0
2000,"Kurangumudi","Korangumudi",20,1,1,1,1,1,0,0,0,5,15,38,62.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",30,"Absent","Absent","NA","Absent",2.5,0
2000,"Kurangumudi","Korangumudi",21,1,0,1,1,1,0,0,0,4,15,31,69.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",9,"Absent","Absent","NA","Absent",3.5,1
2000,"Kurangumudi","Korangumudi",22,1,0,0,1,0,0,0,0,2,8,51,49.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",9,"Absent","Absent","NA","Absent",2,1
2000,"Kurangumudi","Korangumudi",23,1,0,0,0,0,1,1,0,3,30,27,73.00,"NA","NA","NA","NA",1040,"NA","NA","NA","NA",14,"Absent","Absent","NA","Absent",2,0
2000,"Kurangumudi","Korangumudi",24,1,0,0,0,0,1,0,0,2,19.5,18,82.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",2,"Absent","Absent","NA","Absent",1.5,1
2000,"Kurangumudi","Korangumudi",25,1,0,0,0,1,0,0,0,2,16.5,32,68.00,"NA","NA","NA","NA",1020,"NA","NA","NA","NA",8,"Absent","Absent","NA","Absent",2.5,2
2000,"Andiparai","Andiparai",1,1,1,0,1,0,1,0,0,4,19,9,91.00,"NA","NA","NA","NA",1280,"NA","NA","NA","NA",28,"Present","Absent","NA","Absent",2.5,1
2000,"Andiparai","Andiparai",2,1,0,0,1,0,1,0,0,3,18.5,6,94.00,"NA","NA","NA","NA",1280,"NA","NA","NA","NA",31,"Absent","Absent","NA","Absent",4,4
2000,"Andiparai","Andiparai",3,1,1,1,1,1,1,0,0,6,18,9,91.00,"NA","NA","NA","NA",1320,"NA","NA","NA","NA",47,"Present","Absent","NA","Absent",3.5,2
2000,"Andiparai","Andiparai",4,1,1,1,1,1,0,0,0,5,9,4,96.00,"NA","NA","NA","NA",1320,"NA","NA","NA","NA",48,"Absent","Absent","NA","Present",5.5,2
2000,"Andiparai","Andiparai",5,1,1,1,1,0,0,0,0,4,8,11,89.00,"NA","NA","NA","NA",1320,"NA","NA","NA","NA",22,"Present","Absent","NA","Absent",2.5,4
2000,"Andiparai","Andiparai",6,1,1,1,1,1,1,0,0,6,17.5,4,96.00,"NA","NA","NA","NA",1300,"NA","NA","NA","NA",43,"Present","Present","NA","Absent",5.5,1
2000,"Andiparai","Andiparai",7,1,1,1,1,1,1,0,0,6,18,4,96.00,"NA","NA","NA","NA",1300,"NA","NA","NA","NA",58,"Absent","Present","NA","Absent",5.5,2
2000,"Andiparai","Andiparai",8,1,0,0,1,0,0,0,0,2,6,2,98.00,"NA","NA","NA","NA",1300,"NA","NA","NA","NA",31,"Present","Absent","NA","Absent",2,1
2000,"Andiparai","Andiparai",9,1,1,1,1,1,1,0,0,6,21,6,94.00,"NA","NA","NA","NA",1290,"NA","NA","NA","NA",33,"Absent","Absent","NA","Absent",3,0
2000,"Andiparai","Andiparai",10,1,1,0,0,1,1,1,0,5,27,3,97.00,"NA","NA","NA","NA",1290,"NA","NA","NA","NA",13,"Absent","Absent","NA","Absent",4,2
2000,"Andiparai","Andiparai",11,1,1,0,1,0,1,0,0,4,22,7,93.00,"NA","NA","NA","NA",1310,"NA","NA","NA","NA",27,"Absent","Present","NA","Absent",4,3
2000,"Andiparai","Andiparai",12,1,1,1,0,0,0,1,1,5,32,6,94.00,"NA","NA","NA","NA",1320,"NA","NA","NA","NA",43,"Absent","Absent","NA","Absent",4.5,2
2000,"Andiparai","Andiparai",13,1,1,0,1,1,0,0,0,4,13,7,93.00,"NA","NA","NA","NA",1280,"NA","NA","NA","NA",34,"Present","Present","NA","Absent",3.5,0
2000,"Andiparai","Andiparai",14,1,1,0,1,1,0,0,0,4,9.5,1,99.00,"NA","NA","NA","NA",1270,"NA","NA","NA","NA",39,"Present","Present","NA","Present",3,0
2000,"Andiparai","Andiparai",15,1,1,1,1,0,1,1,0,6,27,6,94.00,"NA","NA","NA","NA",1300,"NA","NA","NA","NA",29,"Present","Present","NA","Absent",3.5,1
2000,"Andiparai","Andiparai",16,1,1,1,1,1,0,1,1,7,31,3,97.00,"NA","NA","NA","NA",1280,"NA","NA","NA","NA",31,"Present","Present","NA","Absent",4.5,1
2000,"Andiparai","Andiparai",17,1,1,1,1,1,0,1,0,6,25,2,98.00,"NA","NA","NA","NA",1270,"NA","NA","NA","NA",27,"Present","Present","NA","Absent",4.5,0
2000,"Andiparai","Andiparai",18,1,1,1,0,0,0,1,1,5,35,0,100.00,"NA","NA","NA","NA",1260,"NA","NA","NA","NA",13,"Present","Absent","NA","Present",7,1
2000,"Andiparai","Andiparai",19,1,1,0,1,1,1,0,0,5,30,0,100.00,"NA","NA","NA","NA",1260,"NA","NA","NA","NA",8,"Present","Absent","NA","Absent",11.5,0
2000,"Andiparai","Andiparai",20,1,1,1,0,1,1,1,0,6,29,0,100.00,"NA","NA","NA","NA",1270,"NA","NA","NA","NA",5,"Absent","Absent","NA","Absent",9,2
2000,"Andiparai","Andiparai",21,1,1,0,0,1,1,1,0,5,25,2,98.00,"NA","NA","NA","NA",1280,"NA","NA","NA","NA",14,"Present","Absent","NA","Absent",7,1
2000,"Andiparai","Andiparai",22,1,1,0,0,1,1,1,0,5,31,0,100.00,"NA","NA","NA","NA",1290,"NA","NA","NA","NA",8,"Absent","Absent","NA","Absent",11.5,1
2000,"Andiparai","Andiparai",23,1,1,0,0,1,1,0,0,4,21,0,100.00,"NA","NA","NA","NA",1300,"NA","NA","NA","NA",9,"Present","Absent","NA","Absent",6,4
2000,"Andiparai","Andiparai",24,1,0,0,0,0,0,1,1,3,41,0,100.00,"NA","NA","NA","NA",1340,"NA","NA","NA","NA",7,"Absent","Absent","NA","Absent",5,0
2000,"Andiparai","Andiparai",25,0,0,1,1,1,1,1,0,5,33,2,98.00,"NA","NA","NA","NA",1340,"NA","NA","NA","NA",10,"Absent","Absent","NA","Present",6,2
2000,"Varagaliar","Varagaliar",1,1,1,0,1,1,1,1,0,6,28,6,94.00,"NA","NA","NA","NA",720,"NA","NA","NA","NA",10,"Present","Absent","NA","Present",2,0
2000,"Varagaliar","Varagaliar",2,1,1,1,1,1,1,0,0,6,22,4,96.00,"NA","NA","NA","NA",740,"NA","NA","NA","NA",12,"Present","Absent","NA","Absent",2,5
2000,"Varagaliar","Varagaliar",3,1,0,0,1,1,1,1,0,5,27,7,93.00,"NA","NA","NA","NA",730,"NA","NA","NA","NA",12,"Absent","Absent","NA","Present",2,0
2000,"Varagaliar","Varagaliar",4,1,0,1,0,1,1,1,1,6,34,4,96.00,"NA","NA","NA","NA",730,"NA","NA","NA","NA",40,"Present","Present","NA","Absent",3,1
2000,"Varagaliar","Varagaliar",5,0,1,1,0,1,1,0,0,4,18,1,99.00,"NA","NA","NA","NA",740,"NA","NA","NA","NA",11,"Absent","Present","NA","Absent",2,5
2000,"Varagaliar","Varagaliar",6,0,0,1,1,1,1,0,0,4,24,3.5,96.50,"NA","NA","NA","NA",730,"NA","NA","NA","NA",14,"Absent","Present","NA","Absent",1.5,1
2000,"Varagaliar","Varagaliar",7,1,0,1,1,1,1,0,0,5,24,2.5,97.50,"NA","NA","NA","NA",740,"NA","NA","NA","NA",16,"Absent","Present","NA","Absent",2.5,0
2000,"Varagaliar","Varagaliar",8,0,1,1,1,1,1,1,0,6,26,2,98.00,"NA","NA","NA","NA",730,"NA","NA","NA","NA",16,"Present","Present","NA","Present",1.5,1
2000,"Varagaliar","Varagaliar",9,1,1,0,0,1,1,1,1,6,35,18,82.00,"NA","NA","NA","NA",640,"NA","NA","NA","NA",15,"Absent","Absent","NA","Absent",5,0
2000,"Varagaliar","Varagaliar",10,1,1,1,0,0,1,1,0,5,28,13.5,86.50,"NA","NA","NA","NA",645,"NA","NA","NA","NA",11,"Present","Absent","NA","Absent",8,0
2000,"Varagaliar","Varagaliar",11,1,0,1,1,0,1,1,1,6,38,7.5,92.50,"NA","NA","NA","NA",650,"NA","NA","NA","NA",27,"Present","Absent","NA","Absent",5.5,2
2000,"Varagaliar","Varagaliar",12,1,1,1,1,1,1,0,1,7,47,4,96.00,"NA","NA","NA","NA",650,"NA","NA","NA","NA",31,"Present","Absent","NA","Absent",3.5,0
2000,"Varagaliar","Varagaliar",13,1,1,1,0,0,0,1,1,5,37,5.5,94.50,"NA","NA","NA","NA",650,"NA","NA","NA","NA",7,"Absent","Absent","NA","Absent",2.5,0
2000,"Varagaliar","Varagaliar",14,1,1,1,1,1,1,0,0,6,20,6,94.00,"NA","NA","NA","NA",670,"NA","NA","NA","NA",22,"Absent","Absent","NA","Absent",5,0
2000,"Varagaliar","Varagaliar",15,1,1,0,1,1,1,1,0,6,31,4,96.00,"NA","NA","NA","NA",670,"NA","NA","NA","NA",23,"Absent","Absent","NA","Absent",4,0
2000,"Varagaliar","Varagaliar",16,1,0,0,1,1,1,1,0,5,27,6,94.00,"NA","NA","NA","NA",680,"NA","NA","NA","NA",15,"Absent","Present","NA","Absent",4,0
2000,"Varagaliar","Varagaliar",17,1,1,0,1,1,1,1,1,7,38,2,98.00,"NA","NA","NA","NA",670,"NA","NA","NA","NA",22,"Present","Absent","NA","Absent",4.5,0
2000,"Varagaliar","Varagaliar",18,1,1,1,1,1,1,0,0,6,22,7.5,92.50,"NA","NA","NA","NA",640,"NA","NA","NA","NA",10,"Absent","Absent","NA","Absent",3.5,1
2000,"Varagaliar","Varagaliar",19,0,0,0,1,1,1,0,0,3,24,5,95.00,"NA","NA","NA","NA",660,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",5,0
2000,"Varagaliar","Varagaliar",20,1,0,0,1,1,1,1,1,6,34,5,95.00,"NA","NA","NA","NA",660,"NA","NA","NA","NA",18,"Present","Present","NA","Absent",4,3
2000,"Varagaliar","Varagaliar",21,1,0,0,0,1,1,0,0,3,20,4,96.00,"NA","NA","NA","NA",650,"NA","NA","NA","NA",12,"Present","Present","NA","Absent",3.5,0
2000,"Varagaliar","Varagaliar",22,1,0,1,1,1,1,1,0,6,28,4,96.00,"NA","NA","NA","NA",660,"NA","NA","NA","NA",14,"Present","Present","NA","Absent",4.5,3
2000,"Varagaliar","Varagaliar",23,0,0,1,1,1,1,1,1,6,34,4,96.00,"NA","NA","NA","NA",660,"NA","NA","NA","NA",4,"Present","Absent","NA","Absent",3,5
2000,"Varagaliar","Varagaliar",24,0,1,1,1,1,1,1,0,6,24,3,97.00,"NA","NA","NA","NA",660,"NA","NA","NA","NA",20,"Present","Absent","NA","Absent",4,3
2000,"Varagaliar","Varagaliar",25,1,0,1,1,1,1,0,0,5,24,4,96.00,"NA","NA","NA","NA",660,"NA","NA","NA","NA",6,"Present","Absent","NA","Absent",5,0
2000,"Karian Shola","Karian Shola",1,1,1,1,1,0,1,1,0,6,30,1.5,98.50,"NA","NA","NA","NA",740,"NA","NA","NA","NA",62,"Present","Absent","NA","Absent",3,0
2000,"Karian Shola","Karian Shola",2,1,1,0,1,1,1,0,0,5,22,3,97.00,"NA","NA","NA","NA",755,"NA","NA","NA","NA",33,"Present","Present","NA","Present",2,0
2000,"Karian Shola","Karian Shola",3,1,0,0,0,1,1,0,0,3,20,4,96.00,"NA","NA","NA","NA",760,"NA","NA","NA","NA",13,"Present","Absent","NA","Absent",1.5,1
2000,"Karian Shola","Karian Shola",4,1,1,1,1,1,1,1,0,7,30,2,98.00,"NA","NA","NA","NA",770,"NA","NA","NA","NA",26,"Present","Present","NA","Present",6,3
2000,"Karian Shola","Karian Shola",5,0,0,1,1,1,1,1,0,5,28,2,98.00,"NA","NA","NA","NA",775,"NA","NA","NA","NA",13,"Absent","Present","NA","Absent",3,0
2000,"Karian Shola","Karian Shola",6,1,0,1,1,1,1,1,0,6,30,2.5,97.50,"NA","NA","NA","NA",780,"NA","NA","NA","NA",20,"Present","Present","NA","Absent",2.5,2
2000,"Karian Shola","Karian Shola",7,0,0,1,0,0,1,1,0,3,26,2,98.00,"NA","NA","NA","NA",780,"NA","NA","NA","NA",14,"Present","Absent","NA","Absent",4,1
2000,"Karian Shola","Karian Shola",8,0,1,0,1,1,1,1,0,5,25,1.5,98.50,"NA","NA","NA","NA",780,"NA","NA","NA","NA",33,"Absent","Absent","NA","Absent",1.5,0
2000,"Karian Shola","Karian Shola",9,1,0,1,1,0,1,1,0,5,26,1.5,98.50,"NA","NA","NA","NA",780,"NA","NA","NA","NA",26,"Present","Absent","NA","Absent",2.5,0
2000,"Karian Shola","Karian Shola",10,1,0,1,1,1,1,1,0,6,25,1,99.00,"NA","NA","NA","NA",795,"NA","NA","NA","NA",25,"Absent","Absent","NA","Absent",6,1
2000,"Karian Shola","Karian Shola",11,1,1,1,1,1,1,1,0,7,26,0.5,99.50,"NA","NA","NA","NA",805,"NA","NA","NA","NA",24,"Absent","Absent","NA","Absent",4,0
2000,"Karian Shola","Karian Shola",12,1,1,0,1,1,1,1,0,6,28,1.5,98.50,"NA","NA","NA","NA",820,"NA","NA","NA","NA",23,"Present","Absent","NA","Absent",3.5,0
2000,"Karian Shola","Karian Shola",13,1,0,0,1,1,1,1,0,5,26,1,99.00,"NA","NA","NA","NA",820,"NA","NA","NA","NA",30,"Absent","Absent","NA","Absent",2.5,0
2000,"Karian Shola","Karian Shola",14,1,1,1,1,1,1,1,0,7,32,1.5,98.50,"NA","NA","NA","NA",835,"NA","NA","NA","NA",36,"Present","Absent","NA","Absent",3.5,0
2000,"Karian Shola","Karian Shola",15,1,0,1,1,1,1,0,0,5,32,1,99.00,"NA","NA","NA","NA",770,"NA","NA","NA","NA",17,"Present","Absent","NA","Absent",6,0
2000,"Karian Shola","Karian Shola",16,1,1,1,0,1,1,0,0,5,26,2,98.00,"NA","NA","NA","NA",840,"NA","NA","NA","NA",40,"Absent","Absent","NA","Absent",2.5,0
