"Year","verbatimLocality","Fragment","Point_name","pointID","Tree_no","verbatimIdentification","scientificName","nativeAlien","kingdom","phylum","Distance_eff","Girth_eff","locationRemarks","SpCode","TreeHeight","identificationRemarks","occurrenceRemarks"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ19","2002_SUCO_PCQ19","T1","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",6.35,93.0,"SUCO","ERIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ19","2002_SUCO_PCQ19","T2","Bombax sp","Bombax","Native","Plantae","Tracheophyta",6.45,143.0,"SUCO","BOIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ19","2002_SUCO_PCQ19","T3","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",5,92.0,"SUCO","ERIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ19","2002_SUCO_PCQ19","T4","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",5.65,93.0,"SUCO","ERIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ20","2002_SUCO_PCQ20","T1","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",5.2,130.0,"SUCO","ERIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ20","2002_SUCO_PCQ20","T2","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",2.1,96.0,"SUCO","ERIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ20","2002_SUCO_PCQ20","T3","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",6.15,115.0,"SUCO","ERIN","NA","NA","NA"
2002,"Surulimalai_Coffee","Surulimalai Coffee","SUCO_PCQ20","2002_SUCO_PCQ20","T4","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",8,103.0,"SUCO","ERIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ1","2002_SKPCQ1","T1","Villebrunea integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",9.2,112.0,"SKUDI","VIIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ1","2002_SKPCQ1","T2","Ardisia rhomboidea","Ardisia pauciflora","Native","Plantae","Tracheophyta",5.25,40.0,"SKUDI","ARRH","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ1","2002_SKPCQ1","T3","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",8,120.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ1","2002_SKPCQ1","T4","Clerodendrum infortunatum","Clerodendrum infortunatum","Native","Plantae","Tracheophyta",3.6,30.0,"SKUDI","CLIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ2","2002_SKPCQ2","T1","Poeciloneuron indicum","Poeciloneuron indicum","Native","Plantae","Tracheophyta",6.1,97.5,"SKUDI","POIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ2","2002_SKPCQ2","T2","Syzygium munronii","Syzygium munronii","Native","Plantae","Tracheophyta",6.15,51.0,"SKUDI","SYMU","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ2","2002_SKPCQ2","T3","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",3.6,97.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ2","2002_SKPCQ2","T4","Myristica dactyloides","Myristica beddomei","Native","Plantae","Tracheophyta",4.65,30.0,"SKUDI","MYDA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ3","2002_SKPCQ3","T1","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",5.3,405.0,"SKUDI","CUEX","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ3","2002_SKPCQ3","T2","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",5.45,380.0,"SKUDI","CUEX","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ3","2002_SKPCQ3","T3","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",2,88.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ3","2002_SKPCQ3","T4","Mesua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",5.3,483.0,"SKUDI","MEFE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ4","2002_SKPCQ4","T1","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",7.6,238.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ4","2002_SKPCQ4","T2","Poeciloneuron indicum","Poeciloneuron indicum","Native","Plantae","Tracheophyta",4.3,610.0,"SKUDI","POIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ4","2002_SKPCQ4","T3","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",12.45,150.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ4","2002_SKPCQ4","T4","Poeciloneuron indicum","Poeciloneuron indicum","Native","Plantae","Tracheophyta",12.6,317.0,"SKUDI","POIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ5","2002_SKPCQ5","T1","Poeciloneuron indicum","Poeciloneuron indicum","Native","Plantae","Tracheophyta",5.3,220.0,"SKUDI","POIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ5","2002_SKPCQ5","T2","Calophyllum austroindicum","Calophyllum austroindicum","Native","Plantae","Tracheophyta",8.35,227.0,"SKUDI","CAAU","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ5","2002_SKPCQ5","T3","Poeciloneuron indicum","Poeciloneuron indicum","Native","Plantae","Tracheophyta",5.65,445.0,"SKUDI","POIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ5","2002_SKPCQ5","T4","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",11.45,88.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ6","2002_SKPCQ6","T1","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",8.25,136.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ6","2002_SKPCQ6","T2","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",13.55,322.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ6","2002_SKPCQ6","T3","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",15.35,180.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ6","2002_SKPCQ6","T4","Myristica dactyloides","Myristica beddomei","Native","Plantae","Tracheophyta",11,147.0,"SKUDI","MYDA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ7","2002_SKPCQ7","T1","Mesua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",1.9,210.0,"SKUDI","MEFE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ7","2002_SKPCQ7","T2","Mesua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",4.3,422.0,"SKUDI","MEFE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ7","2002_SKPCQ7","T3","Turpinia malabarica","Staphylea malabarica","Native","Plantae","Tracheophyta",11.15,75.0,"SKUDI","TUMA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ7","2002_SKPCQ7","T4","Meliosma simplicifolia var. pungens","Meliosma simplicifolia","Native","Plantae","Tracheophyta",7.1,30.0,"SKUDI","MESI","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ8","2002_SKPCQ8","T1","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",2.9,610.0,"SKUDI","CUEX","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ8","2002_SKPCQ8","T2","Drypetes elata","Drypetes wightii","Native","Plantae","Tracheophyta",7.9,120.0,"SKUDI","DREL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ8","2002_SKPCQ8","T3","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",8.6,84.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ8","2002_SKPCQ8","T4","Drypetes elata","Drypetes wightii","Native","Plantae","Tracheophyta",8.1,87.0,"SKUDI","DREL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ9","2002_SKPCQ9","T1","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",3.45,340.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ9","2002_SKPCQ9","T2","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",4,97.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ9","2002_SKPCQ9","T3","Drypetes malabarica","Drypetes malabarica","Native","Plantae","Tracheophyta",4.2,140.0,"SKUDI","DRMA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ9","2002_SKPCQ9","T4","Drypetes malabarica","Drypetes malabarica","Native","Plantae","Tracheophyta",6.4,110.0,"SKUDI","DRMA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ10","2002_SKPCQ10","T1","Ficus beddomei","Ficus beddomei","Native","Plantae","Tracheophyta",4.45,410.0,"SKUDI","FIBE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ10","2002_SKPCQ10","T2","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",4.15,125.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ10","2002_SKPCQ10","T3","Syzygium laetum","Syzygium laetum","Native","Plantae","Tracheophyta",3.3,41.0,"SKUDI","SYLA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ10","2002_SKPCQ10","T4","Ardisia rhomboidea","Ardisia pauciflora","Native","Plantae","Tracheophyta",9.4,89.0,"SKUDI","ARRH","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ11","2002_SKPCQ11","T1","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",1.65,35.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ11","2002_SKPCQ11","T2","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",4.25,140.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ11","2002_SKPCQ11","T3","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",4.65,98.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ11","2002_SKPCQ11","T4","Mesua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",10.8,220.0,"SKUDI","MEFE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ12","2002_SKPCQ12","T1","Villebrunea integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",0.65,60.0,"SKUDI","VIIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ12","2002_SKPCQ12","T2","Drypetes oblongifolia","Drypetes oblongifolia","Native","Plantae","Tracheophyta",6.65,110.0,"SKUDI","DROB","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ12","2002_SKPCQ12","T3","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",6,394.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ12","2002_SKPCQ12","T4","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",5.5,60.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ13","2002_SKPCQ13","T1","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",13.5,177.0,"SKUDI","CUEX","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ13","2002_SKPCQ13","T2","Meliosma simplicifolia var. pungens","Meliosma simplicifolia","Native","Plantae","Tracheophyta",6.3,113.0,"SKUDI","MESI","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ13","2002_SKPCQ13","T3","Antidesma menasu","Antidesma montanum","Native","Plantae","Tracheophyta",6.25,97.0,"SKUDI","ANME","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ13","2002_SKPCQ13","T4","Turpinia malabarica","Staphylea malabarica","Native","Plantae","Tracheophyta",7.55,111.0,"SKUDI","TUMA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ14","2002_SKPCQ14","T1","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",3.45,152.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ14","2002_SKPCQ14","T2","Unidentified species","Magnoliopsida","Native","Plantae","Tracheophyta",9.75,94.0,"SKUDI","UNID","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ14","2002_SKPCQ14","T3","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",3.5,300.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ14","2002_SKPCQ14","T4","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",8.3,505.0,"SKUDI","CUEX","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ15","2002_SKPCQ15","T1","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",6.2,193.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ15","2002_SKPCQ15","T2","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",8.6,190.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ15","2002_SKPCQ15","T3","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",9.65,108.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ15","2002_SKPCQ15","T4","Artocarpus heterophyllus","Artocarpus heterophyllus","Native","Plantae","Tracheophyta",22,122.0,"SKUDI","ARHE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ16","2002_SKPCQ16","T1","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",16.3,112.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ16","2002_SKPCQ16","T2","Unidentified species","Magnoliopsida","Native","Plantae","Tracheophyta",2.6,75.0,"SKUDI","UNID","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ16","2002_SKPCQ16","T3","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",3.45,59.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ16","2002_SKPCQ16","T4","Bhesa indica","Bhesa indica","Native","Plantae","Tracheophyta",2.85,137.0,"SKUDI","BHIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ17","2002_SKPCQ17","T1","Vateria indica","Vateria indica","Native","Plantae","Tracheophyta",5,83.0,"SKUDI","VAIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ17","2002_SKPCQ17","T2","Gomphandra coriaceae","Gomphandra coriacea","Native","Plantae","Tracheophyta",6.2,65.0,"SKUDI","GOCO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ17","2002_SKPCQ17","T3","Litsea bourdillonii","Litsea bourdillonii","Native","Plantae","Tracheophyta",5.25,53.0,"SKUDI","LIBO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ17","2002_SKPCQ17","T4","Mastixia arborea","Mastixia arborea","Native","Plantae","Tracheophyta",5.25,72.0,"SKUDI","MAAR","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ18","2002_SKPCQ18","T1","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",3.3,405.0,"SKUDI","CUEX","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ18","2002_SKPCQ18","T2","Mesua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",6.1,186.0,"SKUDI","MEFE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ18","2002_SKPCQ18","T3","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",3.4,112.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ18","2002_SKPCQ18","T4","Villebrunea integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",3.4,49.0,"SKUDI","VIIN","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ19","2002_SKPCQ19","T1","Turpinia malabarica","Staphylea malabarica","Native","Plantae","Tracheophyta",3.55,215.0,"SKUDI","TUMA","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ19","2002_SKPCQ19","T2","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",4.95,165.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ19","2002_SKPCQ19","T3","Antidesma menasu","Antidesma montanum","Native","Plantae","Tracheophyta",6.3,72.5,"SKUDI","ANME","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ19","2002_SKPCQ19","T4","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",6.3,123.0,"SKUDI","DILO","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ20","2002_SKPCQ20","T1","Drypetes oblongifolia","Drypetes oblongifolia","Native","Plantae","Tracheophyta",5.25,142.0,"SKUDI","DROB","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ20","2002_SKPCQ20","T2","Mesua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",2.65,223.0,"SKUDI","MEFE","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ20","2002_SKPCQ20","T3","Palaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",2.4,153.0,"SKUDI","PAEL","NA","NA","NA"
2002,"Sankarankudi","Sankarankudi","SKPCQ20","2002_SKPCQ20","T4","Unidentified species","Magnoliopsida","Native","Plantae","Tracheophyta",2.4,82.0,"SKUDI","UNID","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ1","2002_IJPCQ1","T1","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",2.85,52.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ1","2002_IJPCQ1","T2","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",1.9,61.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ1","2002_IJPCQ1","T3","Meliosma pinnata","Meliosma pinnata","Native","Plantae","Tracheophyta",13,164.0,"IJPBD","MEPI","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ1","2002_IJPCQ1","T4","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",2.5,82.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ2","2002_IJPCQ2","T1","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",4.3,298.0,"IJPBD","DILO","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ2","2002_IJPCQ2","T2","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",6.15,56.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ2","2002_IJPCQ2","T3","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",4.9,130.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ2","2002_IJPCQ2","T4","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",9.85,137.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ3","2002_IJPCQ3","T1","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",2.6,70.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ3","2002_IJPCQ3","T2","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",3.6,111.0,"IJPBD","MEEM","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ3","2002_IJPCQ3","T3","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",2.5,86.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ3","2002_IJPCQ3","T4","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",9.95,98.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ4","2002_IJPCQ4","T1","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",3.91,205.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ4","2002_IJPCQ4","T2","Artocarpus heterophyllus","Artocarpus heterophyllus","Native","Plantae","Tracheophyta",6.45,65.0,"IJPBD","ARHE","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ4","2002_IJPCQ4","T3","Villebrunea integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",4.95,73.0,"IJPBD","VIIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ4","2002_IJPCQ4","T4","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",5.1,96.0,"IJPBD","MEEM","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ5","2002_IJPCQ5","T1","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",6.1,152.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ5","2002_IJPCQ5","T2","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",8.35,198.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ5","2002_IJPCQ5","T3","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",7.56,68.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ5","2002_IJPCQ5","T4","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",8.24,236.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ6","2002_IJPCQ6","T1","Erythrina indica","Erythrina subumbrans","Native","Plantae","Tracheophyta",9.2,77.0,"IJPBD","ERIN","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ6","2002_IJPCQ6","T2","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",3.6,56.0,"IJPBD","MEEM","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ6","2002_IJPCQ6","T3","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",1.45,215.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ6","2002_IJPCQ6","T4","Eucalyptus grandis","Eucalyptus grandis","Alien","Plantae","Tracheophyta",9.2,108.0,"IJPBD","EUGR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ7","2002_IJPCQ7","T1","Magnolia champaca","Magnolia champaca","Native","Plantae","Tracheophyta",3.3,56.0,"IJPBD","MICH","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ7","2002_IJPCQ7","T2","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",3.65,117.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ7","2002_IJPCQ7","T3","Meliosma pinnata","Meliosma pinnata","Native","Plantae","Tracheophyta",1.3,118.0,"IJPBD","MEPI","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ7","2002_IJPCQ7","T4","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",3.15,98.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ8","2002_IJPCQ8","T1","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",2.2,173.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ8","2002_IJPCQ8","T2","Meliosma pinnata","Meliosma pinnata","Native","Plantae","Tracheophyta",4.2,180.0,"IJPBD","MEPI","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ8","2002_IJPCQ8","T3","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",4.67,122.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ8","2002_IJPCQ8","T4","Eucalyptus grandis","Eucalyptus grandis","Alien","Plantae","Tracheophyta",11,80.0,"IJPBD","EUGR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ9","2002_IJPCQ9","T1","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",6,183.0,"IJPBD","SPCA","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ9","2002_IJPCQ9","T2","Eucalyptus grandis","Eucalyptus grandis","Alien","Plantae","Tracheophyta",4.8,162.0,"IJPBD","EUGR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ9","2002_IJPCQ9","T3","Acronychia pedunculata","Acronychia pedunculata","Native","Plantae","Tracheophyta",2.65,107.0,"IJPBD","ACPE","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ9","2002_IJPCQ9","T4","Eucalyptus grandis","Eucalyptus grandis","Alien","Plantae","Tracheophyta",4.31,125.0,"IJPBD","EUGR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ10","2002_IJPCQ10","T1","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",4.35,150.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ10","2002_IJPCQ10","T2","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",3.5,140.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ10","2002_IJPCQ10","T3","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",5.35,148.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ10","2002_IJPCQ10","T4","Vernonia arborea","Strobocalyx arborea","Native","Plantae","Tracheophyta",7.2,116.0,"IJPBD","VEAR","NA","NA","NA"
2002,"Injiparai","Injipara","IJPCQ11","2002_IJPCQ11","T1","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",3.75,248.0,"IJPBD","SPCA","NA","NA","NA"
