Scientific,Species,Diet.5Cat,Stratum,Replicate,SurveyID,Point,Time,Number,Distance,HSF,Remarks
Prinia socialis,Ashy Prinia,Invertebrate,B_Org Tea,7,OT1,7,7:55,2,30,H,
Prinia socialis,Ashy Prinia,Invertebrate,B_Org Tea,12,OT1,12,8:36,1,30,H,
Prinia socialis,Ashy Prinia,Invertebrate,B_Org Tea,9,OT1,9,8:11,2,30,S,
Prinia socialis,Ashy Prinia,Invertebrate,B_Org Tea,4,OT1,4,7:34,2,30,H,
Prinia socialis,Ashy Prinia,Invertebrate,B_Org Tea,5,OT1,5,7:41,1,30,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,26,FR2,11,8:22,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,9,ST1,9,7:56,1,15,S,Seen on fruiting Persea
Psilopogon malabaricus,Malabar Barbet,FruiNect,E_Rainforest,18,RF2,3,6:51,1,10,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,40,FR3,10,8:03,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,13,FR1,13,8:26,1,20,H,Exiting plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,E_Rainforest,28,RF2,13,8:25,1,20,H,Exiting plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,25,ST2,10,8:28,1,10,S,Entering plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,25,FR2,10,8:11,1,10,H,Entering plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,35,FR3,5,7:21,1,30,H,Exiting plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,15,FR1,15,8:42,1,15,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,3,FR1,3,7:01,2,20,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,19,ST2,4,7:29,1,10,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,20,FR2,5,7:26,1,20,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,5,FR1,5,7:17,1,20,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,39,FR3,9,7:56,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,22,FR2,7,7:44,1,20,H,Entering plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,19,FR2,4,7:16,1,20,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,18,FR2,3,7:08,1,10,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,26,FR2,11,8:22,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,24,FR2,9,8:01,2,15,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,27,FR2,12,8:30,1,15,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,23,FR2,8,7:52,2,20,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,E_Rainforest,33,RF3,3,6:57,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,12,ST1,12,8:17,3,15,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,21,ST2,6,7:46,1,30,H,Exiting plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,15,FR1,15,8:42,2,10,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,14,ST1,14,8:33,1,20,S,
Psilopogon malabaricus,Malabar Barbet,FruiNect,B_Org Tea,44,OT3,1,8:19,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,37,ST3,7,7:48,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,27,FR2,12,8:30,1,10,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,E_Rainforest,36,RF3,6,7:19,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,39,FR3,9,7:56,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,4,ST1,4,7:09,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,A_Con Tea,36,CT3,6,7:33,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,30,FR2,15,8:53,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,38,ST3,8,7:57,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,7,FR1,7,7:34,1,5,H,Exiting plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,42,ST3,12,8:37,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,21,FR2,6,7:35,1,5,S,Along with Orange Minivets
Psilopogon malabaricus,Malabar Barbet,FruiNect,E_Rainforest,28,RF2,13,8:25,1,10,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,32,FR3,2,6:56,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,20,FR2,5,7:26,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,43,ST3,13,8:46,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,36,ST3,6,7:39,2,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,28,FR2,13,8:38,2,10,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,21,ST2,6,7:46,2,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,34,FR3,4,7:14,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,E_Rainforest,27,RF2,12,8:16,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,25,ST2,10,8:28,1,20,S,At nest in fruiting Ficus tree
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,25,FR2,10,8:11,2,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,10,FR1,10,8:03,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,39,ST3,9,8:08,1,20,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,45,FR3,15,8:48,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,1,FR1,1,6:44,1,20,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,8,FR1,8,7:46,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,45,ST3,15,9:15,1,50,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,30,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,45,FR3,15,8:48,1,30,H,Entering plot
Psilopogon malabaricus,Malabar Barbet,FruiNect,D_Fragment,8,FR1,8,7:46,1,15,H,
Psilopogon malabaricus,Malabar Barbet,FruiNect,A_Con Tea,37,CT3,7,7:41,1,50,H,Calling from Coffee plantation
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,39,OT3,9,8:15,1,10,S,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,16,FR2,1,6:42,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,44,OT3,1,8:19,1,50,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,38,ST3,8,7:57,2,30,S,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,41,RF3,11,8:00,2,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,26,RF2,11,8:07,2,50,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,29,ST2,14,9:08,1,15,H,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,14,ST1,14,8:33,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,39,RF3,9,7:42,1,5,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,35,ST3,5,7:31,2,5,S,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,28,FR2,13,8:38,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,29,ST2,14,9:08,1,5,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,9,ST1,9,7:56,1,0,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,39,RF3,9,7:42,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,36,OT3,6,7:48,1,30,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,A_Con Tea,37,CT3,7,7:41,1,50,H,Entering plot. Calling from Coffee plantation
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,6,OT1,6,7:48,1,50,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,1,RF1,1,6:47,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,27,FR2,12,8:30,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,28,ST2,13,8:59,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,A_Con Tea,9,CT1,9,8:01,2,20,S,Partly cloudy
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,16,FR2,1,6:42,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,23,RF2,8,7:34,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,13,FR1,13,8:26,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,36,OT3,6,7:48,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,A_Con Tea,17,CT2,2,7:07,1,50,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,32,ST3,2,6:59,1,10,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,17,RF2,2,6:40,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,10,OT1,10,8:20,1,30,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,27,FR2,12,8:30,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,45,RF3,15,8:31,2,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,13,RF1,13,8:31,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,6,FR1,6,7:26,1,5,S,"Clear, sunny"
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,17,ST2,2,7:11,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,4,FR1,4,7:08,1,15,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,19,ST2,4,7:29,1,0,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,36,ST3,6,7:39,1,10,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,31,ST3,1,6:46,1,30,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,26,OT2,11,7:58,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,25,ST2,10,8:28,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,43,RF3,13,8:19,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,9,FR1,9,7:55,1,20,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,20,RF2,5,7:08,1,20,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,36,RF3,6,7:19,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,13,RF1,13,8:31,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,10,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,1,OT1,1,7:09,2,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,6,ST1,6,7:30,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,44,RF3,14,8:26,2,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,29,OT2,14,8:20,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,40,ST3,10,8:18,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,43,ST3,13,8:46,2,15,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,9,OT1,9,8:11,1,30,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,42,ST3,12,8:37,2,5,S,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,19,FR2,4,7:16,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,28,ST2,13,8:59,1,5,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,14,ST1,14,8:33,2,0,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,18,ST2,3,7:19,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,28,RF2,13,8:25,1,5,H,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,42,RF3,12,8:11,3,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,15,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,35,FR3,5,7:21,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,33,RF3,3,6:57,2,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,32,ST3,2,6:59,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,37,RF3,7,7:27,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,A_Con Tea,20,CT2,5,7:29,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,3,FR1,3,7:01,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,36,FR3,6,7:28,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,39,ST3,9,8:08,2,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,29,RF2,14,8:35,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,1,FR1,1,6:44,1,10,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,28,FR2,13,8:38,1,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,26,FR2,11,8:22,2,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,A_Con Tea,12,CT1,12,8:22,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,38,ST3,8,7:57,2,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,26,ST2,11,8:36,1,5,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,24,ST2,9,8:16,1,10,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,29,FR2,14,8:46,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,40,RF3,10,7:53,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,23,FR2,8,7:52,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,10,OT1,10,8:20,2,50,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,25,ST2,10,8:28,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,40,RF3,10,7:53,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,19,ST2,4,7:29,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,33,OT3,3,7:20,1,5,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,14,FR1,14,8:34,1,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,15,H,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,11,FR1,11,8:10,2,20,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,7,RF1,7,7:35,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,7,ST1,7,7:37,2,0,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,18,ST2,3,7:19,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,27,OT2,12,8:05,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,45,ST3,15,9:15,2,20,H,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,25,ST2,10,8:28,2,15,F,"Exiting plot. Flying over canopy, out of plot"
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,10,H,Entering plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,45,ST3,15,9:15,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,1,FR1,1,6:44,1,15,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,22,ST2,7,7:57,1,30,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,28,ST2,13,8:59,1,15,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,9,ST1,9,7:56,1,20,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,39,FR3,9,7:56,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,41,RF3,11,8:00,2,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,43,RF3,13,8:19,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,7,FR1,7,7:34,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,8,ST1,8,7:45,2,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,30,ST2,15,9:21,1,15,S,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,29,FR2,14,8:46,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,37,RF3,7,7:27,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,24,ST2,9,8:16,2,15,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,24,FR2,9,8:01,2,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,30,FR2,15,8:53,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,17,FR2,2,6:59,1,20,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,5,ST1,5,7:20,1,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,E_Rainforest,15,RF1,15,8:45,1,20,H,Exiting plot
Psilopogon viridis,White-cheeked Barbet,FruiNect,A_Con Tea,2,CT1,2,7:12,2,50,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,14,FR1,14,8:34,1,15,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,D_Fragment,42,FR3,12,8:20,2,30,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,C_Shade Tea,29,ST2,14,9:08,2,10,H,
Psilopogon viridis,White-cheeked Barbet,FruiNect,B_Org Tea,43,OT3,13,9:01,1,30,S,
Psittacula columboides,Malabar Parakeet,PlantSeed,D_Fragment,16,FR2,1,6:42,2,15,H,
Psittacula columboides,Malabar Parakeet,PlantSeed,B_Org Tea,38,OT3,8,8:08,1,20,S,Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,45,CT3,15,8:50,1,20,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,37,ST3,7,7:48,2,30,F,Flying through plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,45,CT3,15,8:50,1,50,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,8,CT1,8,7:55,1,20,S,Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,D_Fragment,21,FR2,6,7:35,2,20,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,15,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,43,ST3,13,8:46,1,30,H,Exiting plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,35,CT3,5,7:24,1,20,S,Female
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,23,ST2,8,8:07,2,30,H,Entering plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,10,ST1,10,8:03,1,30,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,20,CT2,5,7:29,1,20,H,Exiting plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,31,CT3,1,6:50,1,30,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,D_Fragment,13,FR1,13,8:26,2,30,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,28,ST2,13,8:59,1,10,S,Exiting plot. Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,D_Fragment,22,FR2,7,7:44,1,10,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,42,CT3,12,8:21,1,30,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,B_Org Tea,36,OT3,6,7:48,1,0,S,Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,34,CT3,4,7:15,1,15,S,Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,18,ST2,3,7:19,1,20,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,10,CT1,10,8:07,1,20,S,Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,25,ST2,10,8:28,2,30,H,Exiting plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,D_Fragment,24,FR2,9,8:01,2,20,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,31,CT3,1,6:50,1,30,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,34,CT3,4,7:15,1,15,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,38,CT3,8,7:48,3,30,S,Female or juvenile
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,6,CT1,6,7:40,1,50,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,B_Org Tea,43,OT3,13,9:01,2,20,H,Alarm calls as CSE takes off
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,B_Org Tea,35,OT3,5,7:39,1,50,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,D_Fragment,17,FR2,2,6:59,1,10,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,34,ST3,4,7:21,2,0,S,Male
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,15,H,Entering plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,B_Org Tea,12,OT1,12,8:36,1,15,F,"Flying over canopy, out of plot"
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,25,ST2,10,8:28,2,5,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,13,CT1,13,8:29,1,0,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,D_Fragment,24,FR2,9,8:01,2,20,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,15,F,"Flying over canopy, out of plot"
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,9,ST1,9,7:56,1,20,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,28,ST2,13,8:59,3,20,S,Entering plot
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,29,ST2,14,9:08,2,15,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,7,CT1,7,7:47,1,15,F,"Flying over canopy, out of plot"
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,A_Con Tea,31,CT3,1,6:50,2,20,S,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,14,ST1,14,8:33,1,15,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,13,ST1,13,8:24,1,30,H,
Psittacula cyanocephala,Plum-headed Parakeet,FruiNect,C_Shade Tea,27,ST2,12,8:47,2,5,S,"Exiting plot. 1 male, 1 female"
Ptyonoprogne concolor,Dusky Crag-Martin,Invertebrate,A_Con Tea,30,CT2,15,8:42,2,30,S,
Ptyonoprogne concolor,Dusky Crag-Martin,Invertebrate,A_Con Tea,21,CT2,6,7:36,2,15,F,"Flying over canopy, out of plot"
Ptyonoprogne concolor,Dusky Crag-Martin,Invertebrate,A_Con Tea,6,CT1,6,7:40,2,20,S,
Ptyonoprogne concolor,Dusky Crag-Martin,Invertebrate,B_Org Tea,18,OT2,3,6:58,2,50,S,Perched on Eucalyptus
Pycnonotus cafer,Red-vented Bulbul,Omnivore,A_Con Tea,37,CT3,7,7:41,6,10,S,
Pycnonotus cafer,Red-vented Bulbul,Omnivore,A_Con Tea,38,CT3,8,7:48,2,30,S,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,B_Org Tea,2,OT1,2,7:17,1,20,H,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,A_Con Tea,18,CT2,3,7:13,2,15,S,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,8,ST1,8,7:45,2,20,S,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,43,ST3,13,8:46,1,20,H,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,12,ST1,12,8:17,2,30,H,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,3,ST1,3,7:00,6,15,S,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,45,ST3,15,9:15,2,20,H,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,31,ST3,1,6:46,3,30,S,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,C_Shade Tea,6,ST1,6,7:30,2,20,S,
Pycnonotus jocosus,Red-whiskered Bulbul,Omnivore,B_Org Tea,25,OT2,10,7:51,2,15,S,
